Financial Year,Trans Ref,Date,Description,Type,Lot Reference,Qty Change,Balance Units,Total Cost (ZAR),Balance Value (ZAR),Fee (ZAR),Proceeds (ZAR),Profit (ZAR),Unit Cost (ZAR)
FY2017,571115f7,2017-11-01 10:41:37,bruce investment,out_other,in_buy_for_other_9bd2dbf312c1dd,-0.04741216,0,0,0,0,4904.36,-95.639999999999999998336992,105458.1778176737782037
FY2017,f453b6fb,2017-12-09 17:29:22,"Bought BTC 0.02076245 for ZAR 5,000.00",in_buy_for_other,in_buy_for_other_67a165c7dce57c,0.02076245,0.02076245,5000,5000.000000000000000000985475,0,0,0,240819.3638034047041655
FY2017,aa239e16,2017-12-09 17:32:03,ripple time,out_other,in_buy_for_other_67a165c7dce57c,-0.020762,0.00000045,0,0.108368713711532116874475,0,4901.03,-98.861631286288467884111,240819.3638034047041655
FY2017,aa239e16,2017-12-09 17:32:03,Bitcoin send fee,out_other,in_buy_for_other_67a165c7dce57c,-0.00000045,0,0,0,0,0.1,-0.008368713711532116874475,240819.3638034047041655
FY2017,777d8006,2017-12-13 14:59:38,"Bought BTC 0.01829724 for ZAR 5,000.00",in_buy_for_other,in_buy_for_other_6c90fb7463cccf,0.01829724,0.01829724,5000,5000.000000000000000000693412,0,0,0,273265.2574923868299263
FY2017,ba1e9f8a,2017-12-13 15:00:06,next 5k,out_other,in_buy_for_other_6c90fb7463cccf,-0.01695138,0.00134586,0,367.776779448703738924610118,0,4544.63,-87.593220551296261076083294,273265.2574923868299263
FY2017,ba1e9f8a,2017-12-13 15:00:06,Bitcoin send fee,out_other,in_buy_for_other_6c90fb7463cccf,-0.00134586,0,0,0,0,360.82,-6.956779448703738924610118,273265.2574923868299263
FY2017,249bdc0a,2017-12-18 01:20:29,"Bought 0.01675 BTC/ZAR @ 298,500",in_buy_for_other,in_buy_for_other_f2079944b2c94a,0.01675,0.01675,4999.87,4999.8699999999999999994,0,0,0,298499.7014925373134328
FY2017,2947f821,2017-12-18 10:38:19,last R5000 with bruce,out_other,in_buy_for_other_f2079944b2c94a,-0.01675,0,0,0,0,5108.73,108.8600000000000000006,298499.7014925373134328
FY2017,0f5cd1f9,2017-12-19 21:29:28,"Bought 0.02 BTC/ZAR @ 290,000",in_buy,in_buy_ccb472570c3835,0.02,0.02,5800,5800,0,0,0,290000
FY2017,2c9316ab,2017-12-20 07:29:34,"Bought 0.015 BTC/ZAR @ 260,000",in_buy,in_buy_ea85a66628303a,0.015,0.035,3900,9100,0,0,0,260000
FY2017,c176542e,2017-12-21 18:02:54,"Bought 0.022391 BTC/ZAR @ 230,000",in_buy,in_buy_8edcc0644be54e,0.022391,0.057391,5149.93,13199.93,0,0,0,230000
FY2017,b9cf900a,2017-12-21 19:16:40,"Bought 0.02575 BTC/ZAR @ 200,000",in_buy,in_buy_e54dddb64eb690,0.02575,0.083141,5150,16628.2,0,0,0,200000
FY2017,f0591a90,2017-12-22 08:45:03,"Bought 0.02 BTC/ZAR @ 170,000",in_buy,in_buy_e761f332ca9414,0.02,0.103141,3400,17533.97,0,0,0,170000
FY2017,01290acd,2017-12-22 09:16:00,"Bought 0.02 BTC/ZAR @ 150,000",in_buy,in_buy_e0da843a4d1c8d,0.02,0.123141,3000,18471.15,0,0,0,150000
FY2017,020f0d27,2017-12-30 19:03:59,"Bought 0.020001 BTC/ZAR @ 180,000",in_buy,in_buy_ffceb5d36f15a4,0.020001,0.143142,3600.18,25765.56,0,0,0,180000
FY2017,1ad86832,2018-01-08 08:30:36,paul and ant extra 20 k and 10 from bruces last deal,out_other,in_other_431c0435075463,-0.00012422,0.14301778,0,115270.810928996940911281425944,0,26.56829426024624177,-73.551705739753758229995656,805989.3736918370632748
FY2017,1ad86832,2018-01-08 08:30:36,paul and ant extra 20 k and 10 from bruces last deal,out_other,in_other_0076960a68ab50,-0.0017,0.14131778,0,118199.853754117647058826854536,0,363.59765128334153064,-1058.30234871665846936004,836411.7647058823529412
FY2017,1ad86832,2018-01-08 08:30:36,paul and ant extra 20 k and 10 from bruces last deal,out_other,in_other_c3d0538cec773d,-0.14131778,0,0,0,0,30225.184054456415289125,-88080.405244208579726402133096,837159.9758973357422932
FY2017,d10a94b7,2018-01-18 00:20:40,"Bought 0.024659 BTC/ZAR @ 147,000",in_buy,in_buy_b34311f5ea93cf,0.024659,0.024659,3624.87,3624.8700000000000000010941,0,0,0,146999.8783405653108399
FY2017,856b83a5,2018-01-19 19:30:05,"Bought 0.016529 BTC/ZAR @ 157,000",in_buy,in_buy_3c727d3de9fe57,0.016529,0.041188,2595.05,6466.5085244116401476176248,0,0,0,156999.8185008167463246
FY2017,1c896bac,2018-01-23 09:34:16,"Bought 0.027591 BTC/ZAR @ 137,000",in_buy,in_buy_1dce8d4f93b87d,0.027591,0.068779,3779.96,9422.7055503606248414360798,0,0,0,136999.7462940814033562
FY2018,ce144de5,2018-03-03 05:08:04,"Sold 0.034 BTC/ZAR @ 135,000",out_sell,in_buy_ccb472570c3835,-0.02,0.048779,0,14145.91,0,2700.000000000000189,-3099.999999999999811,290000
FY2018,ce144de5,2018-03-03 05:08:04,"Sold 0.034 BTC/ZAR @ 135,000",out_sell,in_buy_ea85a66628303a,-0.014,0.034779,0,9042.54,0,1889.999999999999811,-1750.000000000000189,260000
FY2018,7b2ea7db,2018-03-09 06:21:43,"Bought 0.001194 BTC/ZAR @ 110,000",in_buy,in_buy_c078d32c46b85f,0.001194,0.035973,131.34,3957.03,0,0,0,110000
FY2018,4dac9a05,2018-03-09 06:21:44,"Bought 0.040534 BTC/ZAR @ 110,000",in_buy,in_buy_eabfc3ce900f0d,0.040534,0.076507,4458.74,8415.77,0,0,0,110000
FY2019,a23998fc,2019-05-27 17:51:47,"Sold 0.042073 BTC/ZAR @ 135,000",out_sell,in_buy_ea85a66628303a,-0.001,0.075507,0,19631.82,0,134.999881158937800115,-125.000118841062199885,260000
FY2019,a23998fc,2019-05-27 17:51:47,"Sold 0.042073 BTC/ZAR @ 135,000",out_sell,in_buy_8edcc0644be54e,-0.022391,0.053116,0,12216.68,0,3022.78233902978169584,-2127.14766097021830416,230000
FY2019,a23998fc,2019-05-27 17:51:47,"Sold 0.042073 BTC/ZAR @ 135,000",out_sell,in_buy_e54dddb64eb690,-0.018682,0.034434,0,6886.8,0,2522.067779811280504045,-1214.332220188719495955,200000
FY2020,b5e7b125,2021-01-21 12:17:12,"Bought 0.003 BTC/ZAR @ 500,000",in_buy,in_buy_f225880bc37358,0.003,0.037434,1500,18717,0,0,0,500000
FY2020,e6bc207a,2021-02-06 03:40:25,"Sold 0.01 BTC/ZAR @ 600,000",out_sell,in_buy_e54dddb64eb690,-0.007068,0.030366,0,6073.2,0,4240.8,2827.2,200000
FY2020,e6bc207a,2021-02-06 03:40:25,"Sold 0.01 BTC/ZAR @ 600,000",out_sell,in_buy_e761f332ca9414,-0.002932,0.027434,0,4663.78,0,1759.2,1260.76,170000
FY2020,b0a4cb1f,2021-02-08 15:31:09,"Sold 0.01 BTC/ZAR @ 650,000",out_sell,in_buy_e761f332ca9414,-0.01,0.017434,0,2963.78,0,6500,4800,170000
FY2020,5e4255b8,2021-02-09 02:04:14,"Sold 0.01 BTC/ZAR @ 700,000",out_sell,in_buy_e761f332ca9414,-0.007068,0.010366,0,1762.22,0,4947.6,3746.04,170000
FY2020,5e4255b8,2021-02-09 02:04:14,"Sold 0.01 BTC/ZAR @ 700,000",out_sell,in_buy_e0da843a4d1c8d,-0.002932,0.007434,0,1115.1,0,2052.4,1612.6,150000
FY2020,a2a596aa,2021-02-19 16:48:59,"Sold 0.005 BTC/ZAR @ 800,000",out_sell,in_buy_e0da843a4d1c8d,-0.005,0.002434,0,365.1,0,4000,3250,150000
FY2021,cc148aa4,2021-03-13 12:31:27,"Sold 0.002434 BTC/ZAR @ 900,000",out_sell,in_buy_e0da843a4d1c8d,-0.002434,0,0,0,0,2190.6,1825.5,150000
FY2021,1241cc50,2021-03-23 08:09:09,"Bought 0.004838 BTC/ZAR @ 800,000",in_buy,in_buy_2349c96033a9f0,0.004838,0.004838,3870.4,3870.4,0,0,0,800000
FY2021,66bea72d,2021-03-26 05:42:38,Received Bitcoin from Antonie: Transfer from Luno Test 1,in_other,in_other_431c0435075463,0.00012422,0.00496222,100.12,3999.496589921107712123478056,0,0,0,805989.3736918370632748
FY2021,295df32e,2021-03-31 08:34:16,"Sold 0.004838 BTC/ZAR @ 900,000",out_sell,in_buy_e0da843a4d1c8d,-0.004838,0.00012422,0,18.633,0,4354.2,3628.5,150000
FY2021,9ac5ebff,2021-04-16 13:22:00,"Bought 0.004838 BTC/ZAR @ 900,000",in_buy,in_buy_cfd976190573af,0.004838,0.00496222,4354.2,4465.998,0,0,0,900000
FY2021,741457e8,2021-04-18 10:56:11,"Bought 0.005 BTC/ZAR @ 850,000",in_buy,in_buy_b201ba29239dee,0.005,0.00996222,4250,8467.887,0,0,0,850000
FY2021,1f7e2542,2021-04-22 00:42:42,"Bought 0.01 BTC/ZAR @ 800,000",in_buy,in_buy_fdf568d83a1812,0.01,0.01996222,8000,15969.776,0,0,0,800000
FY2021,9e7ed68a,2021-05-13 02:02:06,"Bought 0.005 BTC/ZAR @ 700,200",in_buy,in_buy_15193aba0b5d44,0.005,0.02496222,3501,17478.546444,0,0,0,700200
FY2021,c30d091f,2021-05-19 03:37:20,"Bought 0.005846 BTC/ZAR @ 600,200",in_buy,in_buy_75e4d66835fcf4,0.005846,0.03080822,3508.76,18491.045160314745124870195724,0,0,0,600198.4262743756414642
FY2021,3f3563d3,2021-05-19 14:53:02,"Bought 0.005997 BTC/ZAR @ 500,200",in_buy,in_buy_9dd11ce4389031,0.005997,0.03680522,2999.69,18409.91335364348841087083844,0,0,0,500198.432549608137402
FY2022,a7ec9842,2022-06-13 09:23:44,"Bought 0.010074 BTC/ZAR @ 403,000",in_buy,in_buy_511001c578f03b,0.010074,0.04687922,4059.82,18892.316353027595791145842358,0,0,0,402999.8014691284494739
FY2023,c78b0fbd,2023-12-08 13:58:07,Received Bitcoin,in_other,in_other_0076960a68ab50,0.0017,0.04857922,1421.9,40632.231128235294117648201864,0,0,0,836411.7647058823529412
FY2023,364721fe,2023-12-08 14:48:08,Received Bitcoin,in_other,in_other_c3d0538cec773d,0.20409362,0.25267284,170859.01,211527.588644311370438730956688,0,0,0,837159.9758973357422932
FY2023,40253547,2024-02-15 02:23:54,"Sold 0.053751 BTC/ZAR @ 1,000,000",out_sell,in_buy_e0da843a4d1c8d,-0.004796,0.24787684,0,37181.526,0,4796.0000000000026701,4076.6000000000026701,150000
FY2023,40253547,2024-02-15 02:23:54,"Sold 0.053751 BTC/ZAR @ 1,000,000",out_sell,in_buy_ffceb5d36f15a4,-0.020001,0.22787584,0,41017.6512,0,20001.0000000000026187,16400.8200000000026187,180000
FY2023,40253547,2024-02-15 02:23:54,"Sold 0.053751 BTC/ZAR @ 1,000,000",out_sell,in_buy_b34311f5ea93cf,-0.024659,0.20321684,0,29872.850756754126282502223916,0,24658.9999999999989201,21034.1299999999989200989059,146999.8783405653108399
FY2023,40253547,2024-02-15 02:23:54,"Sold 0.053751 BTC/ZAR @ 1,000,000",out_sell,in_buy_3c727d3de9fe57,-0.004295,0.19892184,0,31230.692775848508681702669264,0,4295.0000000000011662,3620.685779538993240735843,156999.8185008167463246
FY2023,40253547,2024-02-15 02:23:54,Trading fee,out_fee_sell,in_buy_3c727d3de9fe57,-0.000215,0.19870684,0,31196.937814870833081242880264,0,214.26,180.505039022324399540211,156999.8185008167463246
FY2024,f4f316fc,2024-03-11 09:13:01,"Sold 0.036805 BTC/ZAR @ 1,350,000",out_sell,in_buy_3c727d3de9fe57,-0.012019,0.18668784,0,29309.956996309516607167512864,0,16225.65000000000208845,14338.6691814386856143746326,156999.8185008167463246
FY2024,f4f316fc,2024-03-11 09:13:01,"Sold 0.036805 BTC/ZAR @ 1,350,000",out_sell,in_buy_1dce8d4f93b87d,-0.024786,0.16190184,0,22180.511004544960313150955408,0,33461.09999999999791155,30065.4242883548962479632268,136999.7462940814033562
FY2024,7124ac46,2024-08-05 14:28:45,"Bought 0.026315 BTC/ZAR @ 950,000",in_buy,in_buy_39167e20a04860,0.026315,0.18821684,24999.25,178805.998,0,0,0,950000
FY2024,7124ac46,2024-08-05 14:28:45,Trading fee,out_fee_buy,in_buy_1dce8d4f93b87d,-0.00010526,0.18811158,0,25771.238734978797433952084796,0,100.25,85.829406705084991482726388,136999.7462940814033562
FY2024,4b5c9b37,2024-11-11 08:24:59,"Sold 0.026315 BTC/ZAR @ 1,430,000",out_sell,in_buy_1dce8d4f93b87d,-0.00269974,0.18541184,0,25401.375039918814106055217408,0,3860.628200000000827255,3490.764504940017499358132612,136999.7462940814033562
FY2024,4b5c9b37,2024-11-11 08:24:59,"Sold 0.026315 BTC/ZAR @ 1,430,000",out_sell,in_buy_c078d32c46b85f,-0.001194,0.18421784,0,20263.9624,0,1707.4199999999990562,1576.0799999999990562,110000
FY2024,4b5c9b37,2024-11-11 08:24:59,"Sold 0.026315 BTC/ZAR @ 1,430,000",out_sell,in_buy_eabfc3ce900f0d,-0.02242126,0.16179658,0,17797.6238,0,32062.401800000000116545,29596.063200000000116545,110000
FY2024,4b5c9b37,2024-11-11 08:24:59,Trading fee,out_fee_sell,in_buy_eabfc3ce900f0d,-0.00010526,0.16169132,0,17786.0452,0,150.63,139.0514,110000
FY2024,ab5cbcf9,2024-11-11 14:40:08,"Sold 0.0376 BTC/ZAR @ 1,489,900",out_sell,in_buy_eabfc3ce900f0d,-0.01800748,0.14368384,0,15805.2224,0,26829.344451999999165656,24848.521651999999165656,110000
FY2024,ab5cbcf9,2024-11-11 14:40:08,"Sold 0.0376 BTC/ZAR @ 1,489,900",out_sell,in_buy_f225880bc37358,-0.003,0.14068384,0,70341.92,0,4469.700000000000476768,2969.700000000000476768,500000
FY2024,ab5cbcf9,2024-11-11 14:40:08,"Sold 0.0376 BTC/ZAR @ 1,489,900",out_sell,in_buy_2349c96033a9f0,-0.004838,0.13584584,0,108676.672,0,7208.136199999997377776,3337.736199999997377776,800000
FY2024,ab5cbcf9,2024-11-11 14:40:08,"Sold 0.0376 BTC/ZAR @ 1,489,900",out_sell,in_buy_cfd976190573af,-0.004838,0.13100784,0,117907.056,0,7208.136199999997377776,2853.936199999997377776,900000
FY2024,ab5cbcf9,2024-11-11 14:40:08,"Sold 0.0376 BTC/ZAR @ 1,489,900",out_sell,in_buy_b201ba29239dee,-0.005,0.12600784,0,107106.664,0,7449.499999999998927272,3199.499999999998927272,850000
FY2024,ab5cbcf9,2024-11-11 14:40:08,"Sold 0.0376 BTC/ZAR @ 1,489,900",out_sell,in_buy_fdf568d83a1812,-0.00191652,0.12409132,0,99273.056,0,2855.423148000001072728,1322.207148000001072728,800000
FY2024,ab5cbcf9,2024-11-11 14:40:09,Trading fee,out_fee_sell,in_buy_fdf568d83a1812,-0.0002256,0.12386572,0,99092.576,0,335.83,155.35,800000
FY2024,5cc7598c,2024-11-13 17:28:13,"Sold 0.002461 BTC/ZAR @ 1,650,000",out_sell,in_buy_fdf568d83a1812,-0.002461,0.12140472,0,97123.776,0,4060.65,2091.85,800000
FY2024,5cc7598c,2024-11-13 17:28:13,Trading fee,out_fee_sell,in_buy_fdf568d83a1812,-0.00000738,0.12139734,0,97117.872,0,12.14,6.236,800000
FY2024,afed4a34,2024-11-13 17:28:25,"Sold 0.037893 BTC/ZAR @ 1,650,000",out_sell,in_buy_fdf568d83a1812,-0.0053895,0.11600784,0,92806.272,0,8892.675000000001631025,4581.075000000001631025,800000
FY2024,afed4a34,2024-11-13 17:28:25,"Sold 0.037893 BTC/ZAR @ 1,650,000",out_sell,in_buy_15193aba0b5d44,-0.005,0.11100784,0,77727.689568,0,8249.99999999999912451,4748.99999999999912451,700200
FY2024,afed4a34,2024-11-13 17:28:25,"Sold 0.037893 BTC/ZAR @ 1,650,000",out_sell,in_buy_75e4d66835fcf4,-0.005846,0.10516184,0,63117.970872117687307555566128,0,9645.89999999999789097,6137.1399999999978909702868,600198.4262743756414642
FY2024,afed4a34,2024-11-13 17:28:25,"Sold 0.037893 BTC/ZAR @ 1,650,000",out_sell,in_buy_9dd11ce4389031,-0.005997,0.09916484,0,49602.09753203268300816734568,0,9895.05000000000154341,6895.360000000001543410206,500198.432549608137402
FY2024,afed4a34,2024-11-13 17:28:25,"Sold 0.037893 BTC/ZAR @ 1,650,000",out_sell,in_buy_511001c578f03b,-0.010074,0.08909084,0,35903.590832717887631527309076,0,16622.10000000000012177,12562.2800000000001217699314,402999.8014691284494739
FY2024,afed4a34,2024-11-13 17:28:25,"Sold 0.037893 BTC/ZAR @ 1,650,000",out_sell,in_buy_39167e20a04860,-0.0055865,0.08350434,0,79329.123,0,9217.724999999999688315,3910.549999999999688315,950000
FY2024,afed4a34,2024-11-13 17:28:25,Trading fee,out_fee_sell,in_buy_39167e20a04860,-0.00011367,0.08339067,0,79221.1365,0,187,79.0135,950000
