Financial Year,Trans Ref,Date,Description,Type,Lot Reference,Qty Change,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR),Fee (ZAR),Balance Units,Balance Value (ZAR)
2021,B000,2021-01-11 07:39:03,"Bought LTC 0.42996543 for ZAR 1,000.00",Buy,9b9deab5,0.42996543,2325.77,1000.00,0.00,0.00,0.00,0.42996543,1000.00
2021,B001,2021-01-27 11:56:43,"Bought 1.00 LTC/ZAR @ 1,980",Buy,29b3ee66,1.00000000,1980.00,1980.00,0.00,0.00,0.00,1.42996543,2980.00
2021,B002,2021-01-27 14:11:23,"Bought 0.0014 LTC/ZAR @ 1,940",Buy,b0f0997c,0.00140000,1935.71,2.71,0.00,0.00,0.00,1.43136543,2982.71
2021,B003,2021-01-27 14:29:51,"Bought 1.9599 LTC/ZAR @ 1,940",Buy,06167b9c,1.95990000,1940.00,3802.20,0.00,0.00,0.00,3.39126543,6784.91
2021,B004,2021-01-27 14:29:52,"Bought 0.0387 LTC/ZAR @ 1,940",Buy,804cfc67,0.03870000,1939.79,75.07,0.00,0.00,0.00,3.42996543,6859.98
2021,B005,2021-01-27 14:42:28,"Bought 0.9184 LTC/ZAR @ 1,901",Buy,e994910e,0.91840000,1900.99,1745.87,0.00,0.00,0.00,4.34836543,8605.85
2021,B006,2021-01-27 14:42:28,"Bought 0.4083 LTC/ZAR @ 1,901",Buy,ef495257,0.40830000,1900.98,776.17,0.00,0.00,0.00,4.75666543,9382.02
2021,B007,2021-01-27 14:42:29,"Bought 0.6733 LTC/ZAR @ 1,901",Buy,91171bf3,0.67330000,1901.00,1279.94,0.00,0.00,0.00,5.42996543,10661.96
2021,B008,2021-01-27 14:49:41,"Bought 0.4348 LTC/ZAR @ 1,863",Buy,caaaca24,0.43480000,1862.99,810.03,0.00,0.00,0.00,5.86476543,11471.99
2021,B009,2021-01-27 14:49:47,"Bought 1.5652 LTC/ZAR @ 1,863",Buy,eec88bed,1.56520000,1863.00,2915.96,0.00,0.00,0.00,7.42996543,14387.95
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,9b9deab5,-0.09180000,2325.77,213.51,185.16,-28.35,0.00,7.33816543,14174.44
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,9b9deab5,-0.09180000,2325.77,213.51,185.16,-28.35,0.00,7.24636543,13960.94
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,9b9deab5,-0.09180000,2325.77,213.51,185.16,-28.35,0.00,7.15456543,13747.43
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,9b9deab5,-0.09180000,2325.77,213.51,185.16,-28.35,0.00,7.06276543,13533.93
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,9b9deab5,-0.06276543,2325.77,145.98,126.60,-19.38,0.00,7.00000000,13387.95
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,29b3ee66,-0.09180000,1980.00,181.76,185.16,3.40,0.00,6.90820000,13206.19
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,29b3ee66,-0.09180000,1980.00,181.76,185.16,3.40,0.00,6.81640000,13024.42
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,29b3ee66,-0.09180000,1980.00,181.76,185.16,3.40,0.00,6.72460000,12842.66
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,29b3ee66,-0.09180000,1980.00,181.76,185.16,3.40,0.00,6.63280000,12660.89
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,29b3ee66,-0.09180000,1980.00,181.76,185.16,3.40,0.00,6.54100000,12479.13
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,29b3ee66,-0.09180000,1980.00,181.76,185.16,3.40,0.00,6.44920000,12297.37
2021,S000,2021-01-28 04:05:01,"Sold 0.0918 LTC/ZAR @ 2,017",Sell,29b3ee66,-0.09180000,1980.00,181.76,185.16,3.40,0.00,6.35740000,12115.60
