Boughts for FY,2023
Date,Currency,Description,Trans Ref,Lot Ref,Qty Bought,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR),Fee (ZAR)
2022-04-06 00:18:50,XRP,Bought 300.00 XRP/ZAR @ 12.05,B_XRP_295,dc8ba892,300.00000000,12.05,3615.00,0.00,0.00,0.00
2022-04-06 00:18:52,XRP,Bought 700.00 XRP/ZAR @ 12.05,B_XRP_296,810057c9,700.00000000,12.05,8435.00,0.00,0.00,0.00
2022-04-06 13:48:14,XRP,"Bought 1,000.00 XRP/ZAR @ 11.81",B_XRP_297,1d22a0b2,1000.00000000,11.81,11810.00,0.00,0.00,0.00
2022-04-06 17:08:15,XRP,Bought 981.00 XRP/ZAR @ 11.45,B_XRP_298,0a08bef1,981.00000000,11.45,11232.45,0.00,0.00,0.00
2022-04-06 17:08:19,XRP,Bought 19.00 XRP/ZAR @ 11.45,B_XRP_299,ae8a6809,19.00000000,11.45,217.55,0.00,0.00,0.00
2022-04-11 02:21:09,XRP,Bought 33.00 XRP/ZAR @ 11.22,B_XRP_300,57e0fb9b,33.00000000,11.22,370.26,0.00,0.00,0.00
2022-04-11 02:21:14,XRP,Bought 9.00 XRP/ZAR @ 11.22,B_XRP_301,fb8644cc,9.00000000,11.22,100.98,0.00,0.00,0.00
2022-04-11 02:21:23,XRP,Bought 446.00 XRP/ZAR @ 11.22,B_XRP_302,07bff857,446.00000000,11.22,5004.12,0.00,0.00,0.00
2022-04-11 02:21:25,XRP,Bought 512.00 XRP/ZAR @ 11.22,B_XRP_303,1198606f,512.00000000,11.22,5744.64,0.00,0.00,0.00
2022-04-11 08:29:10,XRP,Bought 508.00 XRP/ZAR @ 11.01,B_XRP_304,c8964b3c,508.00000000,11.01,5593.08,0.00,0.00,0.00
2022-04-23 23:35:13,XRP,Bought 508.00 XRP/ZAR @ 11.25,B_XRP_305,c63ebd20,508.00000000,11.25,5715.00,0.00,0.00,0.00
2022-04-23 23:35:13,XRP,Bought 556.00 XRP/ZAR @ 11.25,B_XRP_306,d7898b38,556.00000000,11.25,6255.00,0.00,0.00,0.00
2022-05-13 12:27:07,LTC,"Bought 1.132 LTC/ZAR @ 1,189",B_LTC_211,032f854c,1.13200000,1188.99,1345.94,0.00,0.00,0.00
2022-05-13 12:27:07,LTC,"Bought 3.6628 LTC/ZAR @ 1,189",B_LTC_212,1084a75e,3.66280000,1189.00,4355.06,0.00,0.00,0.00
2022-05-13 12:27:07,LTC,"Bought 0.03 LTC/ZAR @ 1,189",B_LTC_213,dec48230,0.03000000,1189.00,35.67,0.00,0.00,0.00
2022-05-13 12:27:07,LTC,"Bought 1.2946 LTC/ZAR @ 1,189",B_LTC_214,94dfb157,1.29460000,1188.99,1539.27,0.00,0.00,0.00
2022-05-14 14:45:26,LTC,"Bought 1.00 LTC/ZAR @ 1,085",B_LTC_216,f6da3533,1.00000000,1085.00,1085.00,0.00,0.00,0.00
2022-05-14 14:45:26,LTC,"Bought 1.4377 LTC/ZAR @ 1,087",B_LTC_217,b9f2fa80,1.43770000,1086.99,1562.77,0.00,0.00,0.00
2022-05-14 14:45:26,LTC,"Bought 1.4377 LTC/ZAR @ 1,087",B_LTC_218,e396cbb5,1.43770000,1086.99,1562.77,0.00,0.00,0.00
2022-05-28 06:56:01,LTC,Bought 0.5947 LTC/ZAR @ 997,B_LTC_219,012869bb,0.59470000,996.99,592.91,0.00,0.00,0.00
2022-05-28 06:57:41,LTC,Bought 4.8343 LTC/ZAR @ 997,B_LTC_220,2c1db788,4.83430000,997.00,4819.79,0.00,0.00,0.00
2022-05-28 06:57:48,LTC,Bought 0.006 LTC/ZAR @ 997,B_LTC_221,fa0ff861,0.00600000,996.67,5.98,0.00,0.00,0.00
2022-05-28 06:59:24,LTC,Bought 0.0045 LTC/ZAR @ 997,B_LTC_222,9ca11a02,0.00450000,995.56,4.48,0.00,0.00,0.00
2022-05-28 07:01:08,LTC,Bought 3.5639 LTC/ZAR @ 997,B_LTC_223,9d02bfca,3.56390000,997.00,3553.20,0.00,0.00,0.00
2022-05-28 07:04:16,LTC,Bought 0.9019 LTC/ZAR @ 999,B_LTC_224,a251fb02,0.90190000,998.99,900.99,0.00,0.00,0.00
2022-05-28 07:05:43,LTC,Bought 0.008 LTC/ZAR @ 999,B_LTC_225,d5681de1,0.00800000,998.75,7.99,0.00,0.00,0.00
2022-05-28 07:15:45,LTC,Bought 0.001 LTC/ZAR @ 999,B_LTC_227,fea0a848,0.00100000,990.00,0.99,0.00,0.00,0.00
2022-05-28 07:21:28,LTC,Bought 0.004 LTC/ZAR @ 999,B_LTC_228,90a6becd,0.00400000,997.50,3.99,0.00,0.00,0.00
2022-05-28 07:25:07,LTC,Bought 0.1011 LTC/ZAR @ 999,B_LTC_229,5dbc6362,0.10110000,998.91,100.99,0.00,0.00,0.00
2022-05-28 07:25:36,LTC,Bought 0.0167 LTC/ZAR @ 999,B_LTC_230,4bef59a3,0.01670000,998.80,16.68,0.00,0.00,0.00
2022-06-11 16:46:18,ETH,"Bought 2.000083 ETH/ZAR @ 24,999",B_ETH_160,a9e44621,2.00008300,24999.00,50000.07,0.00,0.00,0.00
2022-06-15 09:10:59,ETH,"Bought 1.186239 ETH/ZAR @ 16,852",B_ETH_161,f1d4acbe,1.18623900,16851.99,19990.49,0.00,0.00,0.00
2022-07-12 19:37:07,ETH,"Bought 0.430191 ETH/ZAR @ 17,903",B_ETH_162,de2344bd,0.43019100,17902.98,7701.70,0.00,0.00,0.00
2022-07-12 19:37:07,ETH,"Bought 0.299267 ETH/ZAR @ 17,903",B_ETH_163,e22f973d,0.29926700,17902.98,5357.77,0.00,0.00,0.00
2022-07-26 20:35:37,ETH,"Bought 0.022 ETH/ZAR @ 23,634",B_ETH_164,2489226d,0.02200000,23633.64,519.94,0.00,0.00,0.00
2022-07-26 20:35:37,ETH,"Bought 0.478 ETH/ZAR @ 23,634",B_ETH_165,a92e1bab,0.47800000,23634.00,11297.05,0.00,0.00,0.00
2022-08-19 21:47:10,ETH,"Bought 0.018924 ETH/ZAR @ 28,900",B_ETH_166,d39a3a36,0.01892400,28899.81,546.90,0.00,0.00,0.00
2022-08-19 21:47:10,ETH,"Bought 0.658109 ETH/ZAR @ 28,900",B_ETH_167,325eb2a5,0.65810900,28900.00,19019.35,0.00,0.00,0.00
2022-08-19 21:47:10,ETH,"Bought 0.072967 ETH/ZAR @ 28,900",B_ETH_168,af45271b,0.07296700,28899.91,2108.74,0.00,0.00,0.00
2022-08-26 23:48:21,ETH,"Bought 0.50 ETH/ZAR @ 25,557",B_ETH_169,88ea1dda,0.50000000,25557.00,12778.50,0.00,0.00,0.00
2022-09-18 16:42:09,ETH,"Bought 0.021681 ETH/ZAR @ 24,790",B_ETH_170,3e88afa1,0.02168100,24789.91,537.47,0.00,0.00,0.00
2022-09-18 16:42:09,ETH,"Bought 0.028663 ETH/ZAR @ 24,790",B_ETH_171,922a370e,0.02866300,24789.80,710.55,0.00,0.00,0.00
2022-09-18 16:42:10,ETH,"Bought 0.25234 ETH/ZAR @ 24,790",B_ETH_172,9d6b31e0,0.25234000,24789.97,6255.50,0.00,0.00,0.00
2022-09-18 19:27:17,ETH,"Bought 0.00411 ETH/ZAR @ 24,653",B_ETH_173,8e3ce14d,0.00411000,24652.07,101.32,0.00,0.00,0.00
2022-09-18 19:27:54,ETH,"Bought 0.500576 ETH/ZAR @ 24,653",B_ETH_174,3d92187d,0.50057600,24653.00,12340.70,0.00,0.00,0.00
2022-11-08 03:57:49,XRP,Bought 500.00 XRP/ZAR @ 8.01,B_XRP_307,cc511f41,500.00000000,8.01,4005.00,0.00,0.00,0.00
2022-11-08 05:26:08,ETH,"Bought 0.116658 ETH/ZAR @ 25,882",B_ETH_175,f257e970,0.11665800,25881.98,3019.34,0.00,0.00,0.00
2022-11-08 05:26:09,ETH,"Bought 0.883342 ETH/ZAR @ 25,882",B_ETH_176,0af07b8e,0.88334200,25881.99,22862.65,0.00,0.00,0.00
2022-11-08 18:21:04,XRP,"Bought 1,000.00 XRP/ZAR @ 7.51",B_XRP_308,b47f03f0,1000.00000000,7.51,7510.00,0.00,0.00,0.00
2022-11-08 18:39:36,ETH,"Bought 0.001 ETH/ZAR @ 25,633",B_ETH_177,24019253,0.00100000,25630.00,25.63,0.00,0.00,0.00
2022-11-08 18:39:36,ETH,"Bought 0.0333 ETH/ZAR @ 25,633",B_ETH_178,876c732a,0.03330000,25632.73,853.57,0.00,0.00,0.00
2022-11-08 19:22:43,ETH,"Bought 0.0023 ETH/ZAR @ 24,587",B_ETH_179,bdc3577d,0.00230000,24586.96,56.55,0.00,0.00,0.00
2022-11-08 19:22:44,ETH,"Bought 0.1977 ETH/ZAR @ 24,587",B_ETH_180,a6cf0eb1,0.19770000,24586.95,4860.84,0.00,0.00,0.00
2022-11-09 02:27:40,XBT,"Bought 0.007 BTC/ZAR @ 335,764",B_XBT_162,326ce2b3,0.00700000,335762.86,2350.34,0.00,0.00,0.00
2022-11-09 02:29:56,XBT,"Bought 0.0031 BTC/ZAR @ 335,821",B_XBT_163,143f3fa8,0.00310000,335819.35,1041.04,0.00,0.00,0.00
2022-11-09 04:37:54,XBT,"Bought 0.001 BTC/ZAR @ 332,929",B_XBT_164,b538a699,0.00100000,332920.00,332.92,0.00,0.00,0.00
2022-11-09 04:38:24,XBT,"Bought 0.009 BTC/ZAR @ 332,609",B_XBT_165,5aec14d6,0.00900000,332608.89,2993.48,0.00,0.00,0.00
2023-02-09 21:30:58,ETH,"Bought 0.104219 ETH/ZAR @ 27,623",B_ETH_181,c49c1358,0.10421900,27622.99,2878.84,0.00,0.00,0.00
2023-02-09 21:31:02,ETH,"Bought 0.195781 ETH/ZAR @ 27,623",B_ETH_182,daece2c1,0.19578100,27622.96,5408.05,0.00,0.00,0.00
2023-02-22 16:18:22,ETH,"Bought 0.30 ETH/ZAR @ 29,400",B_ETH_183,9f230823,0.30000000,29400.00,8820.00,0.00,0.00,0.00

Solds for FY,2023
Date,Currency,Description,Trans Ref,Lot Ref,Qty Sold,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR),Fee (ZAR)
2022-03-01 12:24:24,XRP,Sold 700.00 XRP/ZAR @ 12.25,S_XRP_238,31afee44,-118.00000000,15.41,1818.38,1445.50,-372.88,0.00
2022-03-01 12:24:24,XRP,Sold 700.00 XRP/ZAR @ 12.25,S_XRP_238,dae7438c,-300.00000000,14.84,4452.00,3675.00,-777.00,0.00
2022-03-01 12:24:24,XRP,Sold 700.00 XRP/ZAR @ 12.25,S_XRP_238,326171a3,-282.00000000,14.01,3950.82,3454.50,-496.32,0.00
2022-04-21 16:12:37,XRP,"Sold 1,000.00 XRP/ZAR @ 11.97",S_XRP_239,326171a3,-18.00000000,14.01,252.18,215.46,-36.72,0.00
2022-04-21 16:12:37,XRP,"Sold 1,000.00 XRP/ZAR @ 11.97",S_XRP_239,8edfe536,-300.00000000,13.51,4053.00,3591.00,-462.00,0.00
2022-04-21 16:12:37,XRP,"Sold 1,000.00 XRP/ZAR @ 11.97",S_XRP_239,e04c1d29,-100.00000000,13.11,1311.00,1197.00,-114.00,0.00
2022-04-21 16:12:37,XRP,"Sold 1,000.00 XRP/ZAR @ 11.97",S_XRP_239,d0168dde,-100.00000000,13.01,1301.00,1197.00,-104.00,0.00
2022-04-21 16:12:37,XRP,"Sold 1,000.00 XRP/ZAR @ 11.97",S_XRP_239,39a1386b,-100.00000000,12.81,1281.00,1197.00,-84.00,0.00
2022-04-21 16:12:37,XRP,"Sold 1,000.00 XRP/ZAR @ 11.97",S_XRP_239,95c09081,-100.00000000,12.91,1291.00,1197.00,-94.00,0.00
2022-04-21 16:12:37,XRP,"Sold 1,000.00 XRP/ZAR @ 11.97",S_XRP_239,7443aea7,-282.00000000,13.33,3759.06,3375.54,-383.52,0.00
2022-05-13 12:25:55,XRP,Sold 265.00 XRP/ZAR @ 7.43,S_XRP_240,7443aea7,-55.00000000,13.33,733.15,408.65,-324.50,0.00
2022-05-13 12:25:55,XRP,Sold 265.00 XRP/ZAR @ 7.43,S_XRP_240,966e06a7,-210.00000000,14.74,3095.40,1560.30,-1535.10,0.00
2022-05-13 12:26:11,XRP,Sold 66.00 XRP/ZAR @ 7.43,S_XRP_241,966e06a7,-66.00000000,14.74,972.84,490.38,-482.46,0.00
2022-05-13 12:26:17,XRP,Sold 669.00 XRP/ZAR @ 7.43,S_XRP_242,966e06a7,-669.00000000,14.74,9861.06,4970.67,-4890.39,0.00
