Financial Year,Trans Ref,Date,Description,Type,Lot Reference,Qty Change,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR),Fee (ZAR),Balance Units,Balance Value (ZAR)
2021,B000,2021-01-06 12:25:17,Bought ETH 0.051486 for ZAR 930.00,Buy,df559e87,0.05148600,18063.16,930.00,0.00,0.00,0.00,0.05148600,930.00
2021,B001,2021-01-11 07:35:37,"Bought ETH 0.05757366 for ZAR 1,000.00",Buy,e56a81c7,0.05757366,17369.05,1000.00,0.00,0.00,0.00,0.10905966,1930.00
2021,B002,2021-01-11 14:09:56,"Bought 0.062893 ETH/ZAR @ 15,900",Buy,72109b3e,0.06289300,15899.86,999.99,0.00,0.00,0.00,0.17195266,2929.99
2021,B003,2021-01-11 14:14:37,"Bought 0.064935 ETH/ZAR @ 15,400",Buy,e5a03aa4,0.06493500,15399.86,999.99,0.00,0.00,0.00,0.23688766,3929.98
2021,B004,2021-01-11 20:29:28,"Bought 0.049296 ETH/ZAR @ 14,200",Buy,04ce126a,0.04929600,14199.94,700.00,0.00,0.00,0.00,0.28618366,4629.98
2021,S000,2021-01-25 05:33:37,"Sold 0.040109 ETH/ZAR @ 22,202",Sell,df559e87,-0.04010900,18063.16,724.50,890.50,166.00,0.00,0.24607466,3905.48
2021,S001,2021-01-25 05:33:39,"Sold 0.040108 ETH/ZAR @ 22,202",Sell,df559e87,-0.01137700,18063.16,205.50,252.59,47.09,0.00,0.23469766,3699.98
2021,S001,2021-01-25 05:33:39,"Sold 0.040108 ETH/ZAR @ 22,202",Sell,e56a81c7,-0.02873100,17369.05,499.03,637.88,138.85,0.00,0.20596666,3200.95
2021,S002,2021-01-25 05:33:41,"Sold 0.040108 ETH/ZAR @ 22,202",Sell,e56a81c7,-0.02884266,17369.05,500.97,640.36,139.39,0.00,0.17712400,2699.98
2021,S002,2021-01-25 05:33:41,"Sold 0.040108 ETH/ZAR @ 22,202",Sell,72109b3e,-0.01126534,15899.86,179.12,250.11,70.99,0.00,0.16585866,2520.86
2021,S003,2021-01-25 05:33:42,"Sold 0.014797 ETH/ZAR @ 22,202",Sell,72109b3e,-0.01479700,15899.86,235.27,328.52,93.25,0.00,0.15106166,2285.59
2021,S004,2021-01-25 05:43:35,"Sold 0.151042 ETH/ZAR @ 22,199",Sell,72109b3e,-0.03683066,15899.86,585.60,817.60,232.00,0.00,0.11423100,1699.99
2021,S004,2021-01-25 05:43:35,"Sold 0.151042 ETH/ZAR @ 22,199",Sell,e5a03aa4,-0.06493500,15399.86,999.99,1441.49,441.50,0.00,0.04929600,700.00
2021,S004,2021-01-25 05:43:35,"Sold 0.151042 ETH/ZAR @ 22,199",Sell,04ce126a,-0.04927634,14199.94,699.72,1093.89,394.16,0.00,0.00001966,0.28
2021,B005,2021-01-26 12:55:08,"Bought 0.146914 ETH/ZAR @ 20,420",Buy,c69c7308,0.14691400,20419.97,2999.98,0.00,0.00,0.00,0.14693366,3000.26
2021,B006,2021-01-27 10:57:48,"Bought 0.20 ETH/ZAR @ 20,012",Buy,1668a76d,0.20000000,20012.00,4002.40,0.00,0.00,0.00,0.34693366,7002.66
2021,B007,2021-01-27 14:04:15,"Bought 0.22 ETH/ZAR @ 19,611",Buy,92a9698c,0.22000000,19611.00,4314.42,0.00,0.00,0.00,0.56693366,11317.08
2021,S005,2021-01-28 06:25:43,"Sold 0.476184 ETH/ZAR @ 20,999",Sell,04ce126a,-0.00001966,14199.94,0.28,0.41,0.13,0.00,0.56691400,11316.80
2021,S005,2021-01-28 06:25:43,"Sold 0.476184 ETH/ZAR @ 20,999",Sell,c69c7308,-0.14691400,20419.97,2999.98,3085.04,85.06,0.00,0.42000000,8316.82
2021,S005,2021-01-28 06:25:43,"Sold 0.476184 ETH/ZAR @ 20,999",Sell,1668a76d,-0.20000000,20012.00,4002.40,4199.80,197.40,0.00,0.22000000,4314.42
2021,S005,2021-01-28 06:25:43,"Sold 0.476184 ETH/ZAR @ 20,999",Sell,92a9698c,-0.12925034,19611.00,2534.73,2714.13,179.40,0.00,0.09074966,1779.69
2021,S006,2021-01-28 06:26:40,"Sold 0.090749 ETH/ZAR @ 20,996",Sell,92a9698c,-0.09074900,19611.00,1779.68,1905.36,125.68,0.00,6.6E-7,0.01
2021,B008,2021-01-28 09:05:15,"Bought 0.077322 ETH/ZAR @ 20,150",Buy,36d8ebc8,0.07732200,20149.89,1558.03,0.00,0.00,0.00,0.07732266,1558.04
2021,B009,2021-01-28 09:05:23,"Bought 0.122678 ETH/ZAR @ 20,150",Buy,7635f641,0.12267800,20149.99,2471.96,0.00,0.00,0.00,0.20000066,4030.00
2021,B010,2021-02-01 00:08:47,"Bought 0.20 ETH/ZAR @ 20,100",Buy,ae323796,0.20000000,20100.00,4020.00,0.00,0.00,0.00,0.40000066,8050.00
2021,S007,2021-02-02 00:15:32,"Sold 0.20 ETH/ZAR @ 21,750",Sell,92a9698c,-6.6E-7,19611.00,0.01,0.01,0.00,0.00,0.40000000,8049.99
2021,S007,2021-02-02 00:15:32,"Sold 0.20 ETH/ZAR @ 21,750",Sell,36d8ebc8,-0.07732200,20149.89,1558.03,1681.75,123.72,0.00,0.32267800,6491.96
2021,S007,2021-02-02 00:15:32,"Sold 0.20 ETH/ZAR @ 21,750",Sell,7635f641,-0.12267734,20149.99,2471.95,2668.23,196.29,0.00,0.20000066,4020.01
2021,S008,2021-02-02 09:16:23,"Sold 0.097614 ETH/ZAR @ 22,322",Sell,7635f641,-6.6E-7,20149.99,0.01,0.01,0.00,0.00,0.20000000,4020.00
