Financial Year,Coin,Sale Reference,Lot Reference,Quantity Sold,Unit Cost (ZAR),Total Cost (ZAR),Selling Price (ZAR),Proceeds (ZAR),Profit/Loss (ZAR),Fee Reference,Fee Amount (ZAR)
FY2022,ETH,312ba7da,in_buy_9835bd0ca97b51,0.099284,25570,2538.69188,30899.9435961484227066,3067.8700000000000000020744,529.1781200000000000020744,,0
FY2022,XRP,32230e95,in_buy_113a1c75f0d6cb,41,23.75,973.75,23.91,980.31,6.56,,0
FY2022,XBT,3251d7fe,in_buy_54186c6ac09d90,0.00537,830540,4459.9998,864000,4639.68,179.6802,,0
FY2022,ETH,332ab5da,in_buy_23194584c7ed84,0.01096,45601.2773722627737226,499.789999999999999999696,30802,337.58992,-162.200079999999999999696,,0
FY2022,ETH,332ab5da,in_buy_4ee194998c448c,0.0231934,45601.9957781615812704,1057.66532888121281903689536,30802,714.4031068,-343.26222208121281903689536,,0
FY2022,ETH,332ab5da,in_buy_e0f00e8eb729d1,0.0158466,45601.7391304347826087,722.63251930434782608702542,30802,488.1069732,-234.52554610434782608702542,,0
FY2022,LTC,33636b44,in_buy_f44d9b1e7a04ea,0.1899,2841.9694576092680358,539.68999999999999999842,3336,633.5064,93.81640000000000000158,,0
FY2022,LTC,33636b44,in_buy_7b6e0c791fc41f,0.25268257,2784.9860724233983287,703.717438194150417829620759,3336,842.94905352,139.231615325849582170379241,,0
FY2022,LTC,33636b44,in_buy_20aec18dd5603c,0.05741743,2841.9394688079061149,163.176860514515132798842707,3336,191.54454648,28.367685965484867201157293,,0
FY2022,XRP,33c8ed4a,in_buy_a28c342463537b,0.629,8.42,5.29618,9.54,6.00066,0.70448,,0
FY2022,XRP,33c8ed4a,in_buy_f2a580a65e2745,199.371,9.47,1888.04337,9.54,1901.99934,13.95597,,0
FY2022,XRP,34d7d66c,in_buy_40dfe1567c39b2,2,11.65,23.3,19.98,39.96,16.66,,0
FY2022,XRP,34dd3620,in_buy_6b2dd851c10404,64.346,19.29,1241.23434,22.52,1449.07192,207.83758,,0
FY2022,XRP,34dd3620,in_buy_84f1d04e507d5b,50,19.51,975.5,22.52,1126,150.5,,0
FY2022,XRP,34dd3620,in_buy_2bd1f402f520b8,100,19.89,1989,22.52,2252,263,,0
FY2022,XRP,34dd3620,in_buy_7eaf8f0bda917b,35.654,19.3,688.1222,22.52,802.92808,114.80588,,0
FY2022,LTC,354e4815,in_buy_f4a2f4d030c67c,0.0846,3149,266.4054,3062.884160756501182,259.1199999999999999972,-7.2854000000000000028,,0
FY2022,ETH,3562880a,in_buy_272d7f69b5a681,0.05,58459,2922.95,33099.9547203984604935,1654.997736019923024675,-1267.952263980076975325,,0
FY2022,ETH,3562880a,in_buy_44ecc773ab30f0,0.0240066,59050,1417.58973,33099.9547203984604935,794.6173729907176816832571,-622.9723570092823183167429,,0
FY2022,ETH,3562880a,in_buy_4024a0989852bd,0.0143334,54722,784.3523148,33099.9547203984604935,474.4348909893592936375329,-309.9174238106407063624671,,0
FY2022,ETH,3572942e,in_buy_8ecdcca19afe60,0.00356166,25280,90.0387648,27996.6491144088080421,99.714545284825275251225886,9.675780484825275251225886,,0
FY2022,ETH,3572942e,in_buy_09065dba911185,0.00061634,24460,15.0756764,27996.6491144088080421,17.255454715174724748667914,2.179778315174724748667914,,0
FY2022,XRP,37a5acce,in_buy_b6095a1e0ef400,0.879,6.9,6.0651,7.44,6.53976,0.47466,,0
FY2022,XRP,37a5acce,in_buy_c3ac4e7f68f249,150,6.64,996,7.44,1116,120,,0
FY2022,XRP,37a5acce,in_buy_f2fa90afcb4107,147,6.78,996.66,7.44,1093.68,97.02,,0
FY2022,XRP,37a5acce,in_buy_4ed0d7933b3b74,2.121,6.51,13.80771,7.44,15.78024,1.97253,,0
FY2022,XBT,386942b5,in_buy_1f986f377a4f86,0.00015912,851000,135.41112,667000,106.13304,-29.27808,,0
FY2022,XBT,386942b5,in_buy_6f634e679c1fd4,0.003,841000,2523,667000,2001,-522,,0
FY2022,XBT,386942b5,in_buy_27bece5ab92560,0.00084088,831000,698.77128,667000,560.86696,-137.90432,,0
FY2022,XBT,38baa5cf,in_buy_50e4f250f6523d,0.00284954,678100,1932.273074,865000,2464.8521,532.579026,,0
FY2022,XBT,38baa5cf,in_buy_d15dc6135a840e,0.00015046,671000,100.95866,865000,130.1479,29.18924,,0
FY2022,XBT,39f14fbb,in_buy_947830bbe52ab9,0.002,818000,1636,814000,1628,-8,,0
FY2022,LTC,3a58211c,in_buy_d6b1e2115ff8f0,0.17218257,3439.9862353750860289,592.305670771507226427096273,3044.9866721345089194,524.293630823867131430214858,-68.012039947640094996881415,,0
FY2022,LTC,3a58211c,in_buy_d983091ff21fd2,0.0808,3475,280.78,3044.9866721345089194,246.03492310846832068752,-34.74507689153167931248,,0
FY2022,LTC,3a58211c,in_buy_3216b2cf39ab62,0.2069,3474.9637506041565974,718.97000000000000000206,3044.9866721345089194,630.00774246462989542386,-88.9622575353701045782,,0
FY2022,LTC,3a58211c,in_buy_cf11ab7bc7466f,0.02781743,3488.9741800418702024,97.054295025122121424347832,3044.9866721345089194,84.703703603034652449785142,-12.35059142208746897456269,,0
FY2022,ETH,3b1f5a8d,in_buy_9e40382d63b6f8,0.04132,24200.8712487899322362,999.979999999999999999784,25710,1062.3372,62.357200000000000000216,,0
FY2022,ETH,3b1f5a8d,in_buy_3bd75ac1fac776,0.03390166,23200,786.518512,25710,871.6116786,85.0931666,,0
FY2022,ETH,3b1f5a8d,in_buy_cc5d4253306bcb,0.04212134,24139.8913699456849728,1016.804571956547978272199552,25710,1082.9396514,66.135079443452021727800448,,0
FY2022,ETH,3b1f5a8d,in_buy_2d9e4b9bd5e706,0.040494,24694.7695954956289821,999.9900000000000000011574,25710,1041.10074,41.1107399999999999988426,,0
FY2022,ETH,3b1f5a8d,in_buy_bfc3681235cfc6,0.042163,23716.7658847804947466,999.9700000000000000008958,25710,1084.01073,84.0407299999999999991042,,0
FY2022,ETH,3b2e1525,in_buy_3e095b6cb0f2e1,0.0354904,40500,1437.3612,47300,1678.69592,241.33472,,0
FY2022,ETH,3b2e1525,in_buy_c91f6b6e10b9c4,0.0145096,42998,623.8837808,47300,686.30408,62.4202992,,0
FY2022,XBT,3b8bee2f,in_buy_947830bbe52ab9,0.0005,818000,409,859000,429.5,20.5,,0
FY2022,XRP,3cbf2f76,in_buy_3541787987c161,124,8.23,1020.52,8.69,1077.56,57.04,,0
FY2022,XBT,3d1200fc,in_buy_4bedaf700f9190,0.00079746,832000,663.48672,856000,682.62576,19.13904,,0
FY2022,XBT,3d1200fc,in_buy_f0eb8f9f9f4ffa,0.005,841000,4205,856000,4280,75,,0
FY2022,XBT,3d1200fc,in_buy_e4dab89539dd3d,0.00220254,851232.5,1874.87363055,856000,1885.37424,10.50060945,,0
FY2022,XBT,3d299878,in_buy_eccfc24172f067,0.00086512,872000,754.38464,517163.9586410635155096,447.408883899556868537665152,-306.975756100443131462334848,,0
FY2022,XBT,3d299878,in_buy_1743549f692b81,0.00048888,846000,413.59248,517163.9586410635155096,252.831116100443131462333248,-160.761363899556868537666752,,0
FY2022,LTC,3de02717,in_buy_24aeef094614e3,0.10299757,2909.9922390376406674,299.722129339736127275378218,2949,303.73983393,4.017704590263872724621782,,0
FY2022,LTC,3de02717,in_buy_cc62200d8a4e2f,0.39700243,2931.9945230488361479,1164.008950397078959388139397,2949,1170.76016607,6.751215672921040611860603,,0
FY2022,XRP,3df178ab,in_buy_750107c0599573,24,18.75,450,10.85,260.4,-189.6,,0
FY2022,XRP,3e2dd75f,in_buy_78bc5f68dc1a8f,120.921,19.02,2299.91742,10.27,1241.85867,-1058.05875,,0
FY2022,XRP,3e2dd75f,in_buy_f67db7f0341a22,79.079,19.34,1529.38786,10.27,812.14133,-717.24653,,0
FY2022,LTC,3e3dbec6,in_buy_5d114dcc2901cf,0.5,2901,1450.5,2959,1479.5,29,,0
FY2022,LTC,3f617c79,in_buy_83f30d7ce3f5b6,0.08759757,2842,248.95229394,2969,260.07718533,11.12489139,,0
FY2022,LTC,3f617c79,in_buy_5d114dcc2901cf,0.41240243,2901,1196.37944943,2969,1224.42281467,28.04336524,,0
FY2022,XRP,400bdb9a,in_buy_da5c49137d6838,46.796,23.27,1088.94292,22.34,1045.42264,-43.52028,,0
FY2022,XRP,400bdb9a,in_buy_ab211cbfd600a4,135,23.27,3141.45,22.34,3015.9,-125.55,,0
FY2022,XRP,400bdb9a,in_buy_7532cb90841619,18.204,23.27,423.60708,22.34,406.67736,-16.92972,,0
FY2022,ETH,4064616e,in_buy_ca6409870b115d,0.04014134,26679.9893276414087513,1070.970522797225186764908742,26337,1057.20247158,-13.768051217225186764908742,,0
FY2022,ETH,4064616e,in_buy_1dfbf6eb18c54d,0.086048,26704.9786165860914838,2297.9099999999999999980224,26337,2266.246176,-31.6638239999999999980224,,0
FY2022,ETH,4064616e,in_buy_a30b25ee4c2e1b,0.013952,26704.4151376146788991,372.5800000000000000002432,26337,367.453824,-5.1261760000000000002432,,0
FY2022,ETH,4064616e,in_buy_5b72b9409f3ebb,0.05985866,26975,1614.6873535,26337,1576.49752842,-38.18982508,,0
FY2022,XRP,407e832a,in_buy_4b6d76aa810989,25.881,8.19,211.96539,7.22,186.86082,-25.10457,,0
FY2022,XRP,407e832a,in_buy_f196efa052988a,118.119,8.01,946.13319,7.22,852.81918,-93.31401,,0
FY2022,XRP,407e832a,in_buy_e3dcedcd04ec33,123,8.09,995.07,7.22,888.06,-107.01,,0
FY2022,ETH,412a46d8,in_buy_56a216568ed99b,0.004849,45979,222.952171,38948.2367498453289338,188.8599999999999999999962,-34.0921710000000000000038,,0
FY2022,XRP,4143f5ef,in_buy_c9f417ecb27d05,100.629,9.26,931.82454,10.72,1078.74288,146.91834,,0
FY2022,XRP,4143f5ef,in_buy_8d60c4576a4375,199.371,9.02,1798.32642,10.72,2137.25712,338.9307,,0
FY2022,XRP,4194d70c,in_buy_20b27ce2674720,300,7.01,2103,8.64,2592,489,,0
FY2022,XRP,420baaaf,in_buy_113a1c75f0d6cb,2.204,23.75,52.345,24.19,53.31476,0.96976,,0
FY2022,XRP,420baaaf,in_buy_4b7c9ea654e5ec,147.796,23.69,3501.28724,24.19,3575.18524,73.898,,0
FY2022,XRP,426c206f,in_buy_c16c62afca3af6,25,18.02,450.5,19.6,490,39.5,,0
FY2022,XRP,4277a48e,in_buy_ad46a1d183e625,85.654,18.01,1542.62854,23.99,2054.83946,512.21092,,0
FY2022,XRP,4277a48e,in_buy_4cdc76c37a54af,64.346,18.51,1191.04446,23.99,1543.66054,352.61608,,0
FY2022,XRP,43148227,in_buy_31ee2cd19336d6,199.371,9.27,1848.16917,9.29,1852.15659,3.98742,,0
FY2022,XRP,43148227,in_buy_f2a580a65e2745,0.629,9.47,5.95663,9.29,5.84341,-0.11322,,0
FY2022,XRP,432241b2,in_buy_3541787987c161,100.371,8.23,826.05333,8.58,861.18318,35.12985,,0
FY2022,XRP,432241b2,in_buy_dd549c49e2deab,171.629,8.33,1429.66957,8.58,1472.57682,42.90725,,0
FY2022,ETH,4400fa23,in_buy_2ef8cc437cb020,0.0106666,48868.3210734782960149,521.25883356236359227253234,36950,394.13087,-127.12796356236359227253234,,0
FY2022,ETH,4400fa23,in_buy_8dbbc6c10cc3c3,0.0393334,47402,1864.4818268,36950,1453.36913,-411.1126968,,0
FY2022,XRP,462aefe9,in_buy_1d5867ae8c9558,6.346,18.85,119.6221,23.88,151.54248,31.92038,,0
FY2022,XRP,462aefe9,in_buy_24175f0fe67057,14.654,19.01,278.57254,23.88,349.93752,71.36498,,0
FY2022,XRP,46d03c2c,in_buy_ff4585beec80dd,185.554,15.51,2877.94254,23.32,4327.11928,1449.17674,,0
FY2022,XRP,46d03c2c,in_buy_ecedec37486082,14.446,14.95,215.9677,23.32,336.88072,120.91302,,0
FY2022,ETH,4704be1f,in_buy_ca6409870b115d,0.04725866,26679.9893276414087513,1260.860544438633938098711258,26956.9870146464565797,1273.951083949591911704805202,13.090539510957973606093944,,0
FY2022,ETH,4704be1f,in_buy_e731d618d164d1,0.00275034,26437,72.71073858,26956.9870146464565797,74.140879665862735389412098,1.430141085862735389412098,,0
FY2022,ETH,4704be1f,in_buy_520a577a58b0b1,0.0126,26679.3650793650793651,336.16000000000000000026,26956.9870146464565797,339.65803638454535290422,3.49803638454535290396,,0
FY2022,XRP,474d0b99,in_buy_493ce9176ef828,88.221,8.81,777.22701,20.45,1804.11945,1026.89244,,0
FY2022,XRP,474d0b99,in_buy_69e05eecae16e5,111.779,8.9,994.8331,20.45,2285.88055,1291.04745,,0
FY2022,LTC,47b14ed0,in_buy_8370babce458c4,0.02884943,4005,115.54196715,3681.9616685456595265,106.222495419391206313594895,-9.319471730608793686405105,,0
FY2022,LTC,47b14ed0,in_buy_83a3c3d91507ba,0.0841,3883.9476813317479191,326.63999999999999999631,3681.9616685456595265,309.65297632468996617865,-16.98702367531003381766,,0
FY2022,LTC,47b14ed0,in_buy_2006fa923efff2,0.06445057,3883.9938857953925101,250.325619816027950649675757,3681.9616685456595265,237.304528255918827508855105,-13.021091560109123140820652,,0
FY2022,XRP,48543d9e,in_buy_b20251efbd7053,60.346,16.51,996.31246,24.94,1505.02924,508.71678,,0
FY2022,XRP,48543d9e,in_buy_4989b3017e55c1,68.654,16.51,1133.47754,24.94,1712.23076,578.75322,,0
FY2022,ETH,48cd996c,in_buy_ae1575e576d5ec,0.0454904,43059,1958.7711336,42950,1953.81268,-4.9584536,,0
FY2022,ETH,48cd996c,in_buy_f0b946e203bb5a,0.0045096,43000,193.9128,42950,193.68732,-0.22548,,0
FY2022,XBT,48f3ee9b,in_buy_b6046bf44b71e9,0.00020254,852000,172.56408,838000,169.72852,-2.83556,,0
FY2022,XBT,48f3ee9b,in_buy_e4dab89539dd3d,0.00279746,851232.5,2381.28886945,838000,2344.27148,-37.01738945,,0
FY2022,XBT,491ec118,in_buy_50411d201fe1f6,0.00179746,860000,1545.8156,877557.4333245312912596,1577.374384103512014787480616,31.558784103512014787480616,,0
FY2022,XBT,491ec118,in_buy_8bcfa1333798b6,0.00198954,842000,1675.19268,877557.4333245312912596,1745.935615896487985212624584,70.742935896487985212624584,,0
FY2022,XRP,4922aa19,in_buy_e12dec9028b69d,47,20.31,954.57,16.72,785.84,-168.73,,0
FY2022,LTC,492e99b2,in_buy_91da3fd21245c2,0.88850243,2971,2639.74071953,2923.9974334295797241,2597.978824915944818741579563,-41.761894614055181258420437,,0
FY2022,LTC,492e99b2,in_buy_61e548376cdc30,0.04659757,2944.9811320754716981,137.228964450566037735233617,2923.9974334295797241,136.251175084055181264330437,-0.97778936651085647090318,,0
FY2022,XRP,493a4155,in_buy_b55754c67ec390,8.964,25.64,229.83696,17.07,153.01548,-76.82148,,0
FY2022,XRP,493a4155,in_buy_0f17b58b23d217,38,26.08,991.04,17.07,648.66,-342.38,,0
FY2022,XRP,493a4155,in_buy_5c3c8e458230d3,26.036,24.33,633.45588,17.07,444.43452,-189.02136,,0
FY2022,ETH,4978a622,in_buy_aeb74d96ec7ebb,0.011907,28659.8263162420108337,341.2525519474936229968659,26949.6934576299655665,320.8900000000000000003155,-20.3625519474936229965504,,0
FY2022,XRP,49ecb4a9,in_buy_ac270810967bb4,5,15.11,75.55,14.75,73.75,-1.8,,0
FY2022,ETH,4ac4ffd2,in_buy_3ec89898b012a1,0.0476696,43456.905746767605817,2071.5733141861130622540632,50180,2392.060528,320.4872138138869377459368,,0
FY2022,ETH,4ac4ffd2,in_buy_544eb2ee85c23e,0.0023304,43456.2211981566820276,101.27037788018433179711904,50180,116.939472,15.66909411981566820288096,,0
FY2022,XRP,4bf18715,in_buy_02119499313030,199.471,7.41,1478.08011,8.35,1665.58285,187.50274,,0
FY2022,XRP,4bf18715,in_buy_4b8fc9c26054f6,0.529,7.64,4.04156,8.35,4.41715,0.37559,,0
FY2022,XBT,4c1823cc,in_buy_e2c142f86cd2cc,0.00481546,781000,3760.87426,882000,4247.23572,486.36146,,0
FY2022,XBT,4c1823cc,in_buy_9573236030d685,0.00218454,801000,1749.81654,882000,1926.76428,176.94774,,0
FY2022,ETH,4c1dbbc1,in_buy_73ce1ba2954aee,0.002889,30600,88.4034,37199.7230875735548633,107.4700000000000000000737,19.0666000000000000000737,,0
FY2022,XBT,4d557f96,in_buy_3df4cde1b2c73e,0.00211346,852000,1800.66792,879509.036144578313253,1858.80716753012048192768538,58.13924753012048192768538,,0
FY2022,XBT,4d557f96,in_buy_790eb7bbd13257,0.00120654,862000,1040.03748,879509.036144578313253,1061.16283246987951807227462,21.12535246987951807227462,,0
FY2022,ETH,4d7f934b,in_buy_b410710877d7e1,0.09973366,24950,2488.354817,25712,2564.35186592,75.99704892,,0
FY2022,ETH,4d7f934b,in_buy_b729ab8ed927a2,0.00026634,24601,6.55223034,25712,6.84813408,0.29590374,,0
FY2022,XRP,4d8a4edf,in_buy_b40b2f7157b3b2,192,8.55,1641.6,17.95,3446.4,1804.8,,0
FY2022,LTC,4d9ab05a,in_buy_7fc3716f410e26,0.25,5712,1428,2694.9766355140186916,673.7441588785046729,-754.2558411214953271,,0
FY2022,LTC,4d9ab05a,in_buy_e101eb3091625f,0.00874935,5355,46.85276925,2694.9766355140186916,23.57929382593457943935046,-23.27347542406542056064954,,0
FY2022,LTC,4d9ab05a,in_buy_abc30f6714bd1a,0.08365065,5258,439.8351177,2694.9766355140186916,225.43654729556074766448954,-214.39857040443925233551046,,0
FY2022,XRP,4e9e6bbe,in_buy_44c4ce41235ff6,162,8.33,1349.46,8.68,1406.16,56.7,,0
FY2022,LTC,4ed64747,in_buy_3fa1b964c291de,0.2026,3005,608.813,3352.9615004935834156,679.31000000000000000056,70.49700000000000000056,,0
FY2022,XRP,4f09d2b1,in_buy_6dc1aa71eb082f,32,21.67,693.44,9.28,296.96,-396.48,,0
FY2022,XRP,4f09d2b1,in_buy_1d3d2d40f7313b,20.229,21.67,438.36243,9.28,187.72512,-250.63731,,0
FY2022,XRP,4f09d2b1,in_buy_71de308362b885,32,21.67,693.44,9.28,296.96,-396.48,,0
FY2022,XRP,4f09d2b1,in_buy_56d820e25fba10,17,21.67,368.39,9.28,157.76,-210.63,,0
FY2022,XRP,4f09d2b1,in_buy_2d5e9f74d2f605,300,22.88,6864,9.28,2784,-4080,,0
FY2022,XRP,4f09d2b1,in_buy_0b3694a033d5d8,98.771,22.51,2223.33521,9.28,916.59488,-1306.74033,,0
FY2022,XRP,4fb3dee8,in_buy_0ee84028c71373,35.654,19.9,709.5146,20.97,747.66438,38.14978,,0
FY2022,XRP,4fb3dee8,in_buy_22208dd9aed417,64.346,19.7,1267.6162,20.97,1349.33562,81.71942,,0
FY2022,ETH,505b102b,in_buy_aaeaa99030f138,0.017644,23970,422.92668,29099.977329403763319,513.440000000000000000436,90.513320000000000000436,,0
FY2022,XRP,512cfb32,in_buy_bd2c9586e9c676,3,18.5,55.5,23.88,71.64,16.14,,0
FY2022,XBT,516a2e44,in_buy_16bc86c0d9b8cc,0.00018454,822000,151.69188,809000,149.29286,-2.39902,,0
FY2022,XBT,516a2e44,in_buy_6c2feba02179ee,0.003,813000,2439,809000,2427,-12,,0
FY2022,XBT,516a2e44,in_buy_6263b64db0dc50,0.00181546,802000,1455.99892,809000,1468.70714,12.70822,,0
FY2022,ETH,516f3136,in_buy_7cc2aefc39508b,0.03394066,26029.8826040554962647,883.471395304162219851452702,27810,943.8897546,60.418359295837780148547298,,0
FY2022,ETH,516f3136,in_buy_a41284673a094c,0.06605934,24005,1585.7544567,27810,1837.1102454,251.3557887,,0
FY2022,ETH,518d0730,in_buy_56a216568ed99b,0.0032096,45979,147.5741984,38949.351192967768941,125.0118375889493511930336,-22.5623608110506488069664,,0
FY2022,ETH,518d0730,in_buy_04bbdf5fff501e,0.0063464,46599.9404789875162508,295.74186225584637313407712,38949.351192967768941,247.1881624110506488071624,-48.55369984479572432691472,,0
FY2022,XBT,51e82a05,in_buy_1743549f692b81,0.001336,846000,1130.256,517163.1736526946107784,690.9299999999999999999424,-439.3260000000000000000576,,0
FY2022,XRP,521903e4,in_buy_924928bfef743c,20.921,18.99,397.28979,10.49,219.46129,-177.8285,,0
FY2022,XRP,521903e4,in_buy_c8ff43a5efc7b7,100,18.92,1892,10.49,1049,-843,,0
FY2022,XRP,521903e4,in_buy_78bc5f68dc1a8f,79.079,19.02,1504.08258,10.49,829.53871,-674.54387,,0
FY2022,XRP,525c85b7,in_buy_1df4d5f9090f41,92,11.6,1067.2,16.2,1490.4,423.2,,0
FY2022,XRP,529f38b4,in_buy_e12dec9028b69d,250,20.31,5077.5,18.16,4540,-537.5,,0
FY2022,XRP,52f60bae,in_buy_b55754c67ec390,31.036,25.64,795.76304,16.89,524.19804,-271.565,,0
FY2022,XRP,52f60bae,in_buy_7377f9aea7edd5,38.964,25.19,981.50316,16.89,658.10196,-323.4012,,0
FY2022,XRP,530f4d5b,in_buy_0ee84028c71373,14.346,19.9,285.4854,20.56,294.95376,9.46836,,0
FY2022,XRP,530f4d5b,in_buy_c56e94dc6fd47f,80.654,19.7,1588.8838,20.56,1658.24624,69.36244,,0
FY2022,ETH,5329427a,in_buy_316d917c6d97aa,0.0050866,44952.9021929334673666,228.65743229457537510694756,41950,213.38287,-15.27456229457537510694756,,0
FY2022,ETH,5329427a,in_buy_f0b946e203bb5a,0.0254904,43000,1096.0872,41950,1069.32228,-26.76492,,0
FY2022,ETH,5329427a,in_buy_da2443575eb248,0.019423,44952.8909025382278742,873.1200000000000000005866,41950,814.79485,-58.3251500000000000005866,,0
FY2022,ETH,53c5f9c6,in_buy_a85bb52463b64b,0.0475,25425,1207.6875,26054.9473684210526316,1237.610000000000000001,29.922500000000000001,,0
FY2022,LTC,53fe2183,in_buy_91da3fd21245c2,0.0085,2971,25.2535,2923.5294117647058824,24.8500000000000000004,-0.4034999999999999996,,0
FY2022,XBT,5449872d,in_buy_54553bd2dc669c,0.00433588,851000,3689.83388,572000,2480.12336,-1209.71052,,0
FY2022,XBT,5449872d,in_buy_c2ee7df0e0da5d,0.00066412,856000,568.48672,572000,379.87664,-188.61008,,0
FY2022,XBT,554a35fe,in_buy_17d48f09f4d28c,0.000448,815998.1905910735826297,365.5671893848009650181056,647991.0714285714285714,290.2999999999999999999872,-75.2671893848009650181184,,0
FY2022,ETH,5572a15f,in_buy_9835bd0ca97b51,0.05,25570,1278.5,29550,1477.5,199,,0
FY2022,XRP,57bc629b,in_buy_ad46a1d183e625,156,18.01,2809.56,24.49,3820.44,1010.88,,0
FY2022,XRP,57ce747a,in_buy_b7bd3b056f8197,47.796,24.46,1169.09016,23.39,1117.94844,-51.14172,,0
FY2022,XRP,57ce747a,in_buy_23195a11109ec6,52.204,20.34,1061.82936,23.39,1221.05156,159.2222,,0
FY2022,XRP,58d5c3f3,in_buy_94b0d5f7d8d70b,4,8.3,33.2,8.25,33,-0.2,,0
FY2022,XRP,58d5c3f3,in_buy_02119499313030,100.529,7.41,744.91989,8.25,829.36425,84.44436,,0
FY2022,XRP,58d5c3f3,in_buy_5abbba29a58040,47,8.3,390.1,8.25,387.75,-2.35,,0
FY2022,XRP,58d5c3f3,in_buy_f1ca4b6b75ca73,48.471,8.3,402.3093,8.25,399.88575,-2.42355,,0
FY2022,XRP,58ec01aa,in_buy_c77c102e2cb2bf,33.221,14.3,475.0603,11.39,378.38719,-96.67311,,0
FY2022,XRP,58ec01aa,in_buy_f142eae115f57c,23,14.3,328.9,11.39,261.97,-66.93,,0
FY2022,XRP,58ec01aa,in_buy_bfaec8cf0c6ead,123.779,13.9,1720.5281,11.39,1409.84281,-310.68529,,0
FY2022,XRP,590b0c73,in_buy_7532cb90841619,30,23.27,698.1,21.85,655.5,-42.6,,0
FY2022,ETH,59985a9d,in_buy_5b72b9409f3ebb,0.1,26975,2697.5,26368,2636.8,-60.7,,0
FY2022,ETH,59ac3bfb,in_buy_4a950d1e94216d,0.03229366,29239.7428046540110227,944.258312620943049603326082,26700,862.240722,-82.017590620943049603326082,,0
FY2022,ETH,59ac3bfb,in_buy_b523faea03d624,0.01770634,28949.9739447628973424,512.598081657113079729630816,26700,472.759278,-39.838803657113079729630816,,0
FY2022,XRP,59bc5daf,in_buy_22eb2dec4e34fe,181.596,14.81,2689.43676,20.95,3804.4362,1114.99944,,0
FY2022,XRP,59bc5daf,in_buy_ff3f4af41e774e,18.404,15.05,276.9802,20.95,385.5638,108.5836,,0
FY2022,XRP,5a72b421,in_buy_2e99e6e3a1c78e,100,21.39,2139,16.69,1669,-470,,0
FY2022,XRP,5a72b421,in_buy_482d11c9be07b6,13.964,20.31,283.60884,16.69,233.05916,-50.54968,,0
FY2022,XRP,5a72b421,in_buy_baef671d3430f3,5.036,21.9,110.2884,16.69,84.05084,-26.23756,,0
FY2022,XRP,5a75b024,in_buy_c9d3e071c2a8e4,1.736,23.04,39.99744,15.2,26.3872,-13.61024,,0
FY2022,XRP,5a75b024,in_buy_1df43896c02774,13.264,22.69,300.96016,15.2,201.6128,-99.34736,,0
FY2022,XBT,5a999f9e,in_buy_fd736402e0566a,0.00017146,800997.5961538461538462,137.339047836538461538469452,899000,154.14254,16.803492163461538461530548,,0
FY2022,XBT,5a999f9e,in_buy_c064e316d88365,0.001206,828996.6832504145936982,999.7700000000000000000292,899000,1084.194,84.4239999999999999999708,,0
FY2022,XBT,5a999f9e,in_buy_1fdb770c5b5ff9,0.001218,820993.4318555008210181,999.9700000000000000000458,899000,1094.982,95.0119999999999999999542,,0
FY2022,XBT,5a999f9e,in_buy_973207d6b5552c,0.00040454,836794.9790794979079498,338.517040836820083682012092,899000,363.68146,25.164419163179916317987908,,0
FY2022,LTC,5b55df7a,in_buy_290beb9cdb8b1c,0.41240243,2643,1089.97962249,3055,1259.88942365,169.90980116,,0
FY2022,LTC,5b55df7a,in_buy_96abf73a3b1a84,0.58759757,2861,1681.11664777,3055,1795.11057635,113.99392858,,0
FY2022,XRP,5c00e649,in_buy_5f896ed8c8e626,26,19.71,512.46,21.18,550.68,38.22,,0
FY2022,XRP,5c00e649,in_buy_63c7b63eb46020,12.346,19.71,243.33966,21.18,261.48828,18.14862,,0
FY2022,XRP,5c00e649,in_buy_22208dd9aed417,35.654,19.7,702.3838,21.18,755.15172,52.76792,,0
FY2022,XRP,5c00e649,in_buy_48cec1cc154da1,26,19.71,512.46,21.18,550.68,38.22,,0
FY2022,XRP,5c7792ed,in_buy_e12dec9028b69d,35.836,20.31,727.82916,18.81,674.07516,-53.754,,0
FY2022,XRP,5c7792ed,in_buy_70b4abbff55740,53.164,20.15,1071.2546,18.81,1000.01484,-71.23976,,0
FY2022,LTC,5c7b7c18,in_buy_2006fa923efff2,0.1168,3883.9938857953925101,453.65048586090184517968,4014.9828767123287671,468.94999999999999999728,15.2995141390981548176,,0
FY2022,XBT,5d39c380,in_buy_0af0f416aa357f,0.0015,685100,1027.65,829000,1243.5,215.85,,0
FY2022,XBT,5d5f0e26,in_buy_65b15220715602,0.002,800999.2802303262955854,1601.9985604606525911708,569000,1138,-463.9985604606525911708,,0
FY2022,XRP,5d91321e,in_buy_04332a62be2c6b,32.342,8.8,284.6096,15.54,502.59468,217.98508,,0
FY2022,XRP,5d91321e,in_buy_262fbdc4f832e3,6.658,8.8,58.5904,15.54,103.46532,44.87492,,0
FY2022,LTC,5e1da0c5,in_buy_2636859c7de793,0.1613,2674,431.3162,3024.9845009299442033,487.92999999999999999229,56.61379999999999999229,,0
FY2022,ETH,5e3e85c9,in_buy_46f9ec1fc3e4be,0.03615005,35574.9774378948368404,1286.03721312877024652230202,70142.8728673637864612,2535.66836129884424876170306,1249.63114817007400223940104,,0
