Financial Year,Coin,Sale Reference,Lot Reference,Quantity Sold,Unit Cost (ZAR),Total Cost (ZAR),Selling Price (ZAR),Proceeds (ZAR),Profit/Loss (ZAR),Fee Reference,Fee Amount (ZAR)
FY2022,XRP,92cf3618,in_buy_482d11c9be07b6,6,20.31,121.86,16.72,100.32,-21.54,,0
FY2022,XRP,93215b35,in_buy_8e2c3a47e0943d,120,7.55,906,7.32,878.4,-27.6,,0
FY2022,XRP,93215b35,in_buy_e56e99b21d9b97,134,7.45,998.3,7.32,980.88,-17.42,,0
FY2022,XRP,93215b35,in_buy_946def66bedd89,25.119,7.25,182.11275,7.32,183.87108,1.75833,,0
FY2022,XRP,93215b35,in_buy_48c7c9dae5098c,12,7.55,90.6,7.32,87.84,-2.76,,0
FY2022,XRP,93215b35,in_buy_955fb62ef0d38e,8.881,7.65,67.93965,7.32,65.00892,-2.93073,,0
FY2022,XBT,932bfab5,in_buy_947830bbe52ab9,0.001,818000,818,859000,859,41,,0
FY2022,XBT,93575dcc,in_buy_2b0ae5360573de,0.00081546,831000,677.64726,848000,691.51008,13.86282,,0
FY2022,XBT,93575dcc,in_buy_633022efe7217b,0.00418454,840000,3515.0136,848000,3548.48992,33.47632,,0
FY2022,XRP,93df5a18,in_buy_30d21aa26229fb,150,20.79,3118.5,9.9,1485,-1633.5,,0
FY2022,ETH,93ed98d0,in_buy_7e188cb7f4bca1,0.02912634,25449.9129474712302009,741.262817478449191049681706,24840,723.4982856,-17.764531878449191049681706,,0
FY2022,ETH,93ed98d0,in_buy_c1d2a4dbcff670,0.02087366,25449.9547425086942023,531.233702310514029822781418,24840,518.5017144,-12.731987910514029822781418,,0
FY2022,XBT,94048d0f,in_buy_c491b449ca531c,0.001455,686996.563573883161512,999.57999999999999999996,877000,1276.035,276.45500000000000000004,,0
FY2022,XBT,94048d0f,in_buy_741949b5748998,0.001438,695000,999.41,877000,1261.126,261.716,,0
FY2022,XBT,94048d0f,in_buy_6eaca76aa01521,0.00071646,680994.550408719346049,487.90535558583106267026654,877000,628.33542,140.43006441416893732973346,,0
FY2022,XBT,94048d0f,in_buy_51a8485e0977f6,0.00139054,706994.3422913719943423,983.103912729844413012741842,877000,1219.50358,236.399667270155586987258158,,0
FY2022,XRP,94ec273c,in_buy_44c4ce41235ff6,0.371,8.33,3.09043,8.69,3.22399,0.13356,,0
FY2022,XRP,94ec273c,in_buy_3541787987c161,175.629,8.23,1445.42667,8.69,1526.21601,80.78934,,0
FY2022,XRP,95392fe7,in_buy_ac02bbeff3fa18,40,10.36,414.4,18.89,755.6,341.2,,0
FY2022,XRP,95392fe7,in_buy_63e1ba7373f795,29.042,9.42,273.57564,18.89,548.60338,275.02774,,0
FY2022,XRP,95392fe7,in_buy_a56b54295de8f8,4,9.42,37.68,18.89,75.56,37.88,,0
FY2022,XRP,95392fe7,in_buy_28886153515d96,150,9.32,1398,18.89,2833.5,1435.5,,0
FY2022,XRP,95392fe7,in_buy_273faf90cb0590,76.958,10.36,797.28488,18.89,1453.73662,656.45174,,0
FY2022,XBT,95652407,in_buy_8bcfa1333798b6,0.002849,842000,2398.858,877557.0375570375570376,2500.1600000000000000001224,101.3020000000000000001224,,0
FY2022,XBT,95d84574,in_buy_fa27bb2f0930cf,0.00305446,831000,2538.25626,832699.5000925754489909,2543.447315052768005924744414,5.191055052768005924744414,,0
FY2022,XBT,95d84574,in_buy_d846533777c351,0.00234654,841000,1973.44014,832699.5000925754489909,1953.962684947231994075106486,-19.477455052768005924893514,,0
FY2022,XRP,97ef4add,in_buy_f674bddbd9c8a1,28,15.11,423.08,14.75,413,-10.08,,0
FY2022,XRP,97ef4add,in_buy_ed6ab34af4cb11,15,15.11,226.65,14.75,221.25,-5.4,,0
FY2022,XRP,97ef4add,in_buy_ac270810967bb4,67.85,15.11,1025.2135,14.75,1000.7875,-24.426,,0
FY2022,XRP,97ef4add,in_buy_5149c20bb3d9b2,41,15.11,619.51,14.75,604.75,-14.76,,0
FY2022,XRP,97ef4add,in_buy_4264e93bddf262,25.15,15.11,380.0165,14.75,370.9625,-9.054,,0
FY2022,XRP,984b0ed9,in_buy_9d48eb9942e07f,82,20.08,1646.56,21.03,1724.46,77.9,,0
FY2022,XBT,99651445,in_buy_0879bfed80c626,0.00067546,791996.8304278922345483,534.962179080824088747994718,921496.6666666666666667,622.434138466666666666689182,87.471959385842577918694464,,0
FY2022,XBT,99651445,in_buy_fd736402e0566a,0.00232454,800997.5961538461538462,1861.950952163461538461645748,921496.6666666666666667,2142.055861533333333333410818,280.10490936987179487176507,,0
FY2022,LTC,9993c809,in_buy_f55e675f36455e,0.36634945,4850,1776.7948325,3498.974635725849973,1281.84743336211548839106485,-494.94739913788451160893515,,0
FY2022,LTC,9993c809,in_buy_08baf746bbc5c4,0.00425055,4721.9696969696969697,20.070968295454545454558335,3498.974635725849973,14.87256663788451160273515,-5.198401657570033851823185,,0
FY2022,XRP,9a07c20b,in_buy_8e7db53e252045,12.596,23.01,289.83396,21.15,266.4054,-23.42856,,0
FY2022,XRP,9a07c20b,in_buy_464bc2445e720a,68.404,22.93,1568.50372,21.15,1446.7446,-121.75912,,0
FY2022,XRP,9ac1d152,in_buy_a96bc5fee3ffb2,42.779,13.61,582.22219,11.85,506.93115,-75.29104,,0
FY2022,XRP,9ac1d152,in_buy_65d9e6646895fe,17.221,13.61,234.37781,11.85,204.06885,-30.30896,,0
FY2022,XRP,9b051c68,in_buy_e12dec9028b69d,42.164,20.31,856.35084,16.72,704.98208,-151.36876,,0
FY2022,XRP,9b051c68,in_buy_482d11c9be07b6,4.836,20.31,98.21916,16.72,80.85792,-17.36124,,0
FY2022,XRP,9d19c0c7,in_buy_bd2c9586e9c676,85.654,18.5,1584.599,24.49,2097.66646,513.06746,,0
FY2022,XRP,9d19c0c7,in_buy_ad46a1d183e625,8.346,18.01,150.31146,24.49,204.39354,54.08208,,0
FY2022,ETH,9dd84827,in_buy_9bb528506c18c4,0.006761,33499.9453283035372588,226.4931303646602154067468,73648.8685105753586748,497.9400000000000000003228,271.446869635339784593576,,0
FY2022,XRP,9e1668c1,in_buy_82b8c77e2b36a0,49.779,14.3,711.8397,11.85,589.88115,-121.95855,,0
FY2022,XRP,9e1668c1,in_buy_72eeb17c0ee096,1,14.3,14.3,11.85,11.85,-2.45,,0
FY2022,XRP,9e1668c1,in_buy_a96bc5fee3ffb2,66.221,13.61,901.26781,11.85,784.71885,-116.54896,,0
FY2022,XRP,9e249fe4,in_buy_e0778820c37439,83.221,11.75,977.84675,18.79,1563.72259,585.87584,,0
FY2022,XRP,9e249fe4,in_buy_87440b63e73487,116.779,11.95,1395.50905,18.79,2194.27741,798.76836,,0
FY2022,LTC,9e5af029,in_buy_ea804de1062e2e,0.2339,2889,675.7371,3115.9897392047883711,728.83000000000000000029,53.09290000000000000029,,0
FY2022,XBT,9e98c872,in_buy_d846533777c351,0.00479746,841000,4034.66386,866000,4154.60036,119.9365,,0
FY2022,XBT,9e98c872,in_buy_4bedaf700f9190,0.00420254,832000,3496.51328,866000,3639.39964,142.88636,,0
FY2022,XRP,9fbd51ff,in_buy_bfaec8cf0c6ead,76.221,13.9,1059.4719,11.2,853.6752,-205.7967,,0
FY2022,XRP,9fbd51ff,in_buy_ae0f4e4e40edaa,123.779,13.2,1633.8828,11.2,1386.3248,-247.558,,0
FY2022,XBT,a214d8f3,in_buy_6d709d5d91be09,0.000295,808000,238.36,548983.0508474576271186,161.949999999999999999987,-76.410000000000000000013,,0
FY2022,XBT,a2ea22b9,in_buy_c38bc4f8b6b99c,0.00320254,857000,2744.57678,825000,2642.0955,-102.48128,,0
FY2022,XBT,a2ea22b9,in_buy_b6046bf44b71e9,0.00679746,852000,5791.43592,825000,5607.9045,-183.53142,,0
FY2022,XBT,a325c079,in_buy_28a005ab648117,0.00331546,838000,2778.35548,858900,2847.648594,69.293114,,0
FY2022,XBT,a325c079,in_buy_947830bbe52ab9,0.00168454,818000,1377.95372,858900,1446.851406,68.897686,,0
FY2022,XRP,a4b64a36,in_buy_1362ec2670daf8,19,20.54,390.26,22.88,434.72,44.46,,0
FY2022,XRP,a51af548,in_buy_8bd37ed89dd951,7,16.6,116.2,14.85,103.95,-12.25,,0
FY2022,LTC,a544cd51,in_buy_e62e8c74652b80,0.08759757,2711,237.47701227,2975,260.60277075,23.12575848,,0
FY2022,LTC,a544cd51,in_buy_0b3d9729941781,0.91240243,2780,2536.4787554,2975,2714.39722925,177.91847385,,0
FY2022,XRP,a57fecf6,in_buy_4989b3017e55c1,64.346,16.51,1062.35246,25.22,1622.80612,560.45366,,0
FY2022,XRP,a57fecf6,in_buy_29039c504c4231,135.654,17.01,2307.47454,25.22,3421.19388,1113.71934,,0
FY2022,ETH,a593da09,in_buy_cefe17416bf729,0.0443334,61800,2739.80412,34729,1539.6546486,-1200.1494714,,0
FY2022,ETH,a593da09,in_buy_4876983437d3fe,0.0056666,56415,319.681239,34729,196.7953514,-122.8858876,,0
FY2022,ETH,a609350a,in_buy_44ecc773ab30f0,0.01166,59050,688.523,33099.4854202401372213,385.940000000000000000358,-302.582999999999999999642,,0
FY2022,XRP,a8444601,in_buy_26cb246cde4a15,5,19.81,99.05,11.18,55.9,-43.15,,0
FY2022,XRP,a8444601,in_buy_6a4bc86143868e,16.221,19.81,321.33801,11.18,181.35078,-139.98723,,0
FY2022,XRP,a8444601,in_buy_a3b6eaae61974b,128.779,20.05,2582.01895,11.18,1439.74922,-1142.26973,,0
FY2022,LTC,a84dd465,in_buy_656ea955203c6c,0.048,2870.8333333333333333,137.7999999999999999984,2942.9876753081172971,141.2634084147896302608,3.4634084147896302624,,0
FY2022,LTC,a84dd465,in_buy_5d114dcc2901cf,0.05819757,2901,168.83115057,2942.9876753081172971,171.274731242881427966188047,2.443580672881427966188047,,0
FY2022,LTC,a84dd465,in_buy_b6b3aae9506d80,0.1723,2870.9808473592571097,494.67000000000000000131,2942.9876753081172971,507.07677645558861029033,12.40677645558861028902,,0
FY2022,LTC,a84dd465,in_buy_403e2698e5a257,0.19210243,2870.9688952449052556,551.520101230961744720531108,2942.9876753081172971,565.355083886740331497941953,13.834982655778586777410845,,0
FY2022,XRP,a8510e42,in_buy_69e05eecae16e5,88.221,8.9,785.1669,19.98,1762.65558,977.48868,,0
FY2022,XRP,a8510e42,in_buy_3f0bc2ae2fbe78,50,9.01,450.5,19.98,999,548.5,,0
FY2022,XRP,a8510e42,in_buy_10f8657ca1eb68,11.779,10.81,127.33099,19.98,235.34442,108.01343,,0
FY2022,XRP,a8510e42,in_buy_ffd1d07973f8b9,50,9.18,459,19.98,999,540,,0
FY2022,ETH,a85f9aba,in_buy_a0864f09654740,0.05,25715,1285.75,26300,1315,29.25,,0
FY2022,XRP,a86c255f,in_buy_750107c0599573,9,18.75,168.75,10.85,97.65,-71.1,,0
FY2022,ETH,a8cdfb46,in_buy_fa7173e49cd3b8,0.016298,49867,812.732366,35179.7766597128482022,573.3599999999999999994556,-239.3723660000000000005444,,0
FY2022,LTC,a9b6d39e,in_buy_02e536bf2da0cb,0.3213,3069.9931995919755185,986.38881502890173409405,3161.9981325863678805,1015.95000000000000000465,29.5611849710982659106,,0
FY2022,XBT,a9fc5762,in_buy_1743549f692b81,0.00315912,846000,2672.61552,529000,1671.17448,-1001.44104,,0
FY2022,XBT,a9fc5762,in_buy_527750b9fb38a8,0.00084088,837000,703.81656,529000,444.82552,-258.99104,,0
FY2022,XRP,aae481e7,in_buy_f0b707f3975c25,0.229,8.32,1.90528,7.63,1.74727,-0.15801,,0
FY2022,XRP,aae481e7,in_buy_4da0c4dce1465e,200,8.22,1644,7.63,1526,-118,,0
FY2022,XRP,aae481e7,in_buy_6c6e764427ca8b,99.771,8.11,809.14281,7.63,761.25273,-47.89008,,0
FY2022,ETH,abb445e6,in_buy_4ee194998c448c,0.0288666,45601.9957781615812704,1316.37457132987910190012864,31243,901.8791838,-414.49538752987910190012864,,0
FY2022,ETH,abb445e6,in_buy_604d1ad7982acc,0.0187034,47691,891.9838494,31243,584.3503262,-307.6335232,,0
FY2022,ETH,abb445e6,in_buy_479b6488e07546,0.00243,45600.8230452674897119,110.809999999999999999917,31243,75.92049,-34.889509999999999999917,,0
FY2022,LTC,abf5f5db,in_buy_6e5d886375e224,0.39850243,3005,1197.49980215,2927,1166.41661261,-31.08318954,,0
FY2022,LTC,abf5f5db,in_buy_5871369e897e83,0.10149757,3005,305.00019785,2927,297.08338739,-7.91681046,,0
FY2022,XRP,ad12dc82,in_buy_1d5867ae8c9558,9.654,18.85,181.9779,23.88,230.53752,48.55962,,0
FY2022,XRP,ad12dc82,in_buy_bd2c9586e9c676,11.346,18.5,209.901,23.88,270.94248,61.04148,,0
FY2022,XRP,ad64c205,in_buy_113a1c75f0d6cb,64,23.75,1520,23.91,1530.24,10.24,,0
FY2022,LTC,af59a83a,in_buy_9996942609cefb,0.29294943,3300.9904798538320992,967.023279508606596776343456,4982,1459.47406026,492.450780751393403223656544,,0
FY2022,LTC,af59a83a,in_buy_68a623bf2a3878,0.20705057,3201.9913419913419913,662.974132494372294363600041,4982,1031.52593974,368.551807245627705636399959,,0
FY2022,ETH,b024ab94,in_buy_8650cf0c5ec7a8,0.03977034,31500,1252.76571,44995,1789.4664483,536.7007383,,0
FY2022,ETH,b024ab94,in_buy_e44c1adf2e8407,0.01022966,32100,328.372086,44995,460.2835517,131.9114657,,0
FY2022,XRP,b0a38fe8,in_buy_63bcb5ee24d482,36.036,23.01,829.18836,16.67,600.72012,-228.46824,,0
FY2022,XRP,b0a38fe8,in_buy_baef671d3430f3,113.964,21.9,2495.8116,16.67,1899.77988,-596.03172,,0
FY2022,XRP,b0a38fe8,in_buy_d4d56dfa69ef76,50,22.06,1103,16.67,833.5,-269.5,,0
FY2022,LTC,b0f34d29,in_buy_91f63775985c17,0.0686,2974,204.0164,2794.8979591836734694,191.73000000000000000084,-12.28639999999999999916,,0
FY2022,ETH,b1578f94,in_buy_04bbdf5fff501e,0.01078,46599.9404789875162508,502.347358363485425183624,38949.9072356215213358,419.879999999999999999924,-82.4673583634854251837,,0
FY2022,XRP,b15c2489,in_buy_74c9c069c49543,99.629,8.3,826.9207,8.59,855.81311,28.89241,,0
FY2022,XRP,b15c2489,in_buy_76f862187457f4,28.371,8.24,233.77704,8.59,243.70689,9.92985,,0
FY2022,XRP,b15c2489,in_buy_c74eb02dacd1de,72,8.24,593.28,8.59,618.48,25.2,,0
FY2022,LTC,b1f604f6,in_buy_94cf4c8b14d556,0.37145055,4850,1801.5351675,3332.984829848298483,1238.03904818880688807451565,-563.49611931119311192548435,,0
FY2022,LTC,b1f604f6,in_buy_1307d2e0a3bfd9,0.11634945,4750,552.6598875,3332.984829848298483,387.79095181119311193288435,-164.86893568880688806711565,,0
FY2022,LTC,b1fe4939,in_buy_a3660545cf3bb6,0.03341743,3278.96,109.5744162728,3144.9513836948391922,105.096192718025430066600046,-4.478223554774569933399954,,0
FY2022,LTC,b1fe4939,in_buy_91070e1101c020,0.10028257,3214.9839228295819936,322.406850290032154343931552,3144.9513836948391922,315.383807281974569930539954,-7.023043008057584413391598,,0
FY2022,LTC,b30758c8,in_buy_2636859c7de793,0.0016,2674,4.2784,3025,4.84,0.5616,,0
FY2022,XBT,b3aea8fa,in_buy_e4dab89539dd3d,0.003,851232.5,2553.6975,847000,2541,-12.6975,,0
FY2022,XRP,b3eadb51,in_buy_a63116214c9984,199.629,8.1,1616.9949,8.44,1684.86876,67.87386,,0
FY2022,XRP,b3eadb51,in_buy_6e60015b004428,0.371,8.01,2.97171,8.44,3.13124,0.15953,,0
FY2022,XRP,b482d8f1,in_buy_76f862187457f4,11,8.24,90.64,8.59,94.49,3.85,,0
FY2022,XBT,b4b997f2,in_buy_817400d01614a3,0.001385,722000,999.97,889000,1231.265,231.295,,0
FY2022,XBT,b4b997f2,in_buy_532c4d70786a8c,0.001355,737992.6199261992619926,999.979999999999999999973,889000,1204.595,204.615000000000000000027,,0
FY2022,XBT,b4b997f2,in_buy_51a8485e0977f6,0.00002346,706994.3422913719943423,16.586087270155586987270358,889000,20.85594,4.269852729844413012729642,,0
FY2022,XBT,b4b997f2,in_buy_2110e09c6d1184,0.001353,738994.8263118994826312,999.8600000000000000000136,889000,1202.817,202.9569999999999999999864,,0
FY2022,XBT,b4b997f2,in_buy_7256231ab3802d,0.00088354,742996.2825278810408922,656.466935464684014869894388,889000,785.46706,129.000124535315985130105612,,0
FY2022,XBT,b519d1df,in_buy_633022efe7217b,0.00581546,840000,4884.9864,842000,4896.61732,11.63092,,0
FY2022,XBT,b519d1df,in_buy_6169d1925346e3,0.00118454,771000,913.28034,842000,997.38268,84.10234,,0
FY2022,XBT,b519d1df,in_buy_e0387509302e01,0.003,769000,2307,842000,2526,219,,0
FY2022,XRP,b56e5d57,in_buy_b20251efbd7053,21,16.51,346.71,24.94,523.74,177.03,,0
FY2022,ETH,b5d2ea7b,in_buy_aaeaa99030f138,0.010502,23970,251.73294,28899.2572843267948962,303.4999999999999999998924,51.7670599999999999998924,,0
FY2022,LTC,b60c1809,in_buy_3c7a33de31638d,0.11271743,2620.9960681520314548,295.431940842201834864217164,3155,355.62349165,60.191550807798165135782836,,0
FY2022,LTC,b60c1809,in_buy_d1cce4b78d9b8d,0.38728257,2567.9763739085772984,994.532489786594761168008888,3155,1221.87650835,227.344018563405238831991112,,0
FY2022,ETH,b6c11860,in_buy_8ecdcca19afe60,0.080171,25280,2026.72288,27998.9023462349228524,2244.6999999999999999997604,217.9771199999999999997604,,0
FY2022,XRP,b9472a45,in_buy_886a2ee0818906,300,17.55,5265,13.14,3942,-1323,,0
FY2022,XRP,b9472a45,in_buy_e401831f57b3e0,400,17.94,7176,13.14,5256,-1920,,0
FY2022,XRP,b9472a45,in_buy_564c054ae5377f,50,18.07,903.5,13.14,657,-246.5,,0
FY2022,XRP,b9472a45,in_buy_a44c5651d5ca6f,146,18.07,2638.22,13.14,1918.44,-719.78,,0
FY2022,XRP,b9472a45,in_buy_0e5d9a37359504,67,18.07,1210.69,13.14,880.38,-330.31,,0
FY2022,XRP,b9472a45,in_buy_683bc7a16d1e6b,400,18.28,7312,13.14,5256,-2056,,0
FY2022,XRP,b9472a45,in_buy_79273a86d220ce,37,18.07,668.59,13.14,486.18,-182.41,,0
FY2022,XRP,b9472a45,in_buy_7cf30dc8d83bd6,300,17.05,5115,13.14,3942,-1173,,0
FY2022,XRP,b9472a45,in_buy_25d4a5aaa92c04,158.42,15.85,2510.957,13.14,2081.6388,-429.3182,,0
FY2022,XRP,b9472a45,in_buy_c190191a6de584,400,18.19,7276,13.14,5256,-2020,,0
FY2022,XRP,b9472a45,in_buy_9a2ab5c863a26c,241.58,16.03,3872.5274,13.14,3174.3612,-698.1662,,0
FY2022,LTC,b956e964,in_buy_c81ea4badd5fd2,0.13238257,2675,354.12337475,3420,452.7483894,98.62501465,,0
FY2022,LTC,b956e964,in_buy_df424a283c918c,0.0102,2674.5098039215686275,27.2800000000000000005,3420,34.884,7.6039999999999999995,,0
FY2022,LTC,b956e964,in_buy_161174b9def16f,0.07261743,2729.9754299754299754,198.243799687960687958511222,3420,248.3516106,50.107810912039312041488778,,0
FY2022,LTC,b956e964,in_buy_4a7eacbbff0ae2,0.1848,2704.9783549783549784,499.88000000000000000832,3420,632.016,132.13599999999999999168,,0
FY2022,XRP,b9a80369,in_buy_232fa7bde0a04d,38.979,16.35,637.30665,14.78,576.10962,-61.19703,,0
FY2022,XRP,b9a80369,in_buy_8bd37ed89dd951,29.021,16.6,481.7486,14.78,428.93038,-52.81822,,0
FY2022,XRP,bafa7b89,in_buy_23195a11109ec6,45.796,20.34,931.49064,23.19,1062.00924,130.5186,,0
FY2022,XRP,bafa7b89,in_buy_32fcc3bd389dd4,2,20.34,40.68,23.19,46.38,5.7,,0
FY2022,XRP,bafa7b89,in_buy_1362ec2670daf8,52.204,20.54,1072.27016,23.19,1210.61076,138.3406,,0
FY2022,XRP,bb4592cc,in_buy_2a49631f1ae63a,123,8.11,997.53,7.22,888.06,-109.47,,0
FY2022,XRP,bb4592cc,in_buy_f196efa052988a,5.881,8.01,47.10681,7.22,42.46082,-4.64599,,0
FY2022,XRP,bb4592cc,in_buy_fef275d5aeeed9,114,7.91,901.74,7.22,823.08,-78.66,,0
FY2022,XRP,bb4592cc,in_buy_5a5811bdceba33,78.119,7.81,610.10939,7.22,564.01918,-46.09021,,0
FY2022,XRP,bb4592cc,in_buy_c93fb85f02f79c,12,7.91,94.92,7.22,86.64,-8.28,,0
FY2022,XRP,bb72a3c6,in_buy_6a4bc86143868e,78.779,19.81,1560.61199,11.32,891.77828,-668.83371,,0
FY2022,XRP,bb72a3c6,in_buy_8d97d7c4759108,71.221,17.79,1267.02159,11.32,806.22172,-460.79987,,0
FY2022,LTC,bb9a2f70,in_buy_8370babce458c4,0.3704,4005,1483.452,3681.9924406047516199,1363.81000000000000001096,-119.64199999999999998904,,0
FY2022,XRP,bd7dadc2,in_buy_ac270810967bb4,6.15,15.11,92.9265,14.75,90.7125,-2.214,,0
FY2022,XRP,bd7dadc2,in_buy_a98cca6a00d4e8,100,13.41,1341,14.75,1475,134,,0
FY2022,XRP,bd7dadc2,in_buy_0558ef935c4e27,100,15.01,1501,14.75,1475,-26,,0
FY2022,XRP,bd7dadc2,in_buy_25d4a5aaa92c04,238.85,15.85,3785.7725,14.75,3523.0375,-262.735,,0
FY2022,XRP,bd7dadc2,in_buy_1acbed594b87c2,300,16.41,4923,14.75,4425,-498,,0
FY2022,XRP,bd7dadc2,in_buy_b305e85f451323,109,16.92,1844.28,14.75,1607.75,-236.53,,0
FY2022,XRP,bd7dadc2,in_buy_27b12d8594ff09,104,16.92,1759.68,14.75,1534,-225.68,,0
FY2022,XRP,bd7dadc2,in_buy_c85163b09f161e,87,16.92,1472.04,14.75,1283.25,-188.79,,0
FY2022,XRP,bd7dadc2,in_buy_ab9ac3ce09df6a,100,14.91,1491,14.75,1475,-16,,0
FY2022,XRP,bd7dadc2,in_buy_582f08023262ae,100,14.91,1491,14.75,1475,-16,,0
FY2022,XRP,bd7dadc2,in_buy_94d204954d55c6,100,14.81,1481,14.75,1475,-6,,0
FY2022,XRP,bd7dadc2,in_buy_1a50a0c7e1f894,100,13.21,1321,14.75,1475,154,,0
FY2022,XRP,bd7dadc2,in_buy_f25dc3926c9cbe,100,13.31,1331,14.75,1475,144,,0
FY2022,XRP,bd7dadc2,in_buy_94e0f62256b171,100,14.01,1401,14.75,1475,74,,0
FY2022,XRP,bd7dadc2,in_buy_12f159c885c651,100,13.84,1384,14.75,1475,91,,0
FY2022,XRP,bd7dadc2,in_buy_68d1027a5ef6ab,100,14.71,1471,14.75,1475,4,,0
FY2022,XRP,bd7dadc2,in_buy_91b86cb7cb4cfc,100,13.51,1351,14.75,1475,124,,0
FY2022,XRP,bd7dadc2,in_buy_e9f1ae4a754394,100,13.61,1361,14.75,1475,114,,0
FY2022,XRP,bd7dadc2,in_buy_2edcfc66014f66,100,14.61,1461,14.75,1475,14,,0
FY2022,XRP,bd7dadc2,in_buy_fada73a833df5e,80,14.28,1142.4,14.75,1180,37.6,,0
FY2022,XRP,bd7dadc2,in_buy_ce326caedeed6c,100,14.04,1404,14.75,1475,71,,0
FY2022,XRP,bd7dadc2,in_buy_95e112d9f42b06,100,13.71,1371,14.75,1475,104,,0
FY2022,XRP,bd7dadc2,in_buy_596f9d304695fa,100,14.51,1451,14.75,1475,24,,0
FY2022,XRP,bd7dadc2,in_buy_3606385fc61e6c,13,14.13,183.69,14.75,191.75,8.06,,0
FY2022,XRP,bd7dadc2,in_buy_194c064dccdb28,187,14.13,2642.31,14.75,2758.25,115.94,,0
FY2022,LTC,be4f7b50,in_buy_89e807b2618ca4,0.20549757,2944.995850622406639,605.18949096298755186636723,2937,603.54636309,-1.64312787298755186636723,,0
FY2022,LTC,be4f7b50,in_buy_61e548376cdc30,0.29450243,2944.9811320754716981,867.304099700377358486676383,2937,864.95363691,-2.350462790377358486676383,,0
FY2022,XRP,be5280ed,in_buy_44c4ce41235ff6,8,8.33,66.64,8.68,69.44,2.8,,0
FY2022,XRP,bebd824c,in_buy_7e0cf178b51ec7,199.629,8.2,1636.9578,8.35,1666.90215,29.94435,,0
FY2022,XRP,bebd824c,in_buy_a63116214c9984,0.371,8.1,3.0051,8.35,3.09785,0.09275,,0
FY2022,ETH,bed64bbc,in_buy_a8dd7ffb42150c,0.001614,60117.7199504337050805,97.029999999999999999927,31855,51.41397,-45.616029999999999999927,,0
FY2022,ETH,bed64bbc,in_buy_cb61b37c0662e7,0.0083,60118.072289156626506,498.9799999999999999998,31855,264.3965,-234.5834999999999999998,,0
FY2022,ETH,bed64bbc,in_buy_bbd7116b6c557b,0.01843,59993.4888768312533912,1105.679999999999999999816,31855,587.08765,-518.592349999999999999816,,0
FY2022,ETH,bed64bbc,in_buy_4448b559fe162b,0.00157,59993.6305732484076433,94.189999999999999999981,31855,50.01235,-44.177649999999999999981,,0
FY2022,ETH,bed64bbc,in_buy_d9ae26dc84aed7,0.0112466,59936,674.0762176,31855,358.260443,-315.8157746,,0
FY2022,ETH,bed64bbc,in_buy_1575f80e1454d3,0.0052354,60118.7904967602591793,314.74591576673866090730722,31855,166.773667,-147.97224876673866090730722,,0
FY2022,ETH,bed64bbc,in_buy_0a5be6a5523856,0.003604,60116.537180910099889,216.659999999999999999956,31855,114.80542,-101.854579999999999999956,,0
FY2022,XRP,bee3f37f,in_buy_b6095a1e0ef400,19.121,6.9,131.9349,7.42,141.87782,9.94292,,0
FY2022,XRP,bee3f37f,in_buy_fca81dd448653b,54.879,7.05,386.89695,7.42,407.20218,20.30523,,0
FY2022,XRP,bf21d081,in_buy_87a05aa8877bf5,100,15.31,1531,14.76,1476,-55,,0
FY2022,XRP,bf21d081,in_buy_ff152207d4805b,100,15.61,1561,14.76,1476,-85,,0
FY2022,XRP,bf21d081,in_buy_55dae2b99c1544,250.021,16.36,4090.34356,14.76,3690.30996,-400.0336,,0
FY2022,XRP,bf21d081,in_buy_414611fe8c6d5c,100,15.81,1581,14.76,1476,-105,,0
FY2022,XRP,bf21d081,in_buy_6fc09dbd4cb639,100,15.41,1541,14.76,1476,-65,,0
FY2022,XRP,bf21d081,in_buy_4258e1d36dd263,100,15.51,1551,14.76,1476,-75,,0
FY2022,XRP,bf21d081,in_buy_0669e6b7e7a200,61.979,15.2,942.0808,14.76,914.81004,-27.27076,,0
FY2022,XRP,bf21d081,in_buy_3990722e1e3b9a,100,15.96,1596,14.76,1476,-120,,0
FY2022,LTC,bf807675,in_buy_158b98e51d83df,0.34355055,5150,1769.2853325,3174.9973955620377123,1090.772101493905615181406765,-678.513231006094384818593235,,0
FY2022,LTC,bf807675,in_buy_b2858e28d88c79,0.11634945,4950,575.9297775,3174.9973955620377123,369.409200725075528705363235,-206.520576774924471294636765,,0
FY2022,LTC,bf807675,in_buy_86561b812ec344,0.5,5050,2525,3174.9973955620377123,1587.49869778101885615,-937.50130221898114385,,0
FY2022,XBT,c0959e5d,in_buy_c2ee7df0e0da5d,0.00433088,856000,3707.23328,554404,2401.05719552,-1306.17608448,,0
FY2022,XBT,c0959e5d,in_buy_7734dba2593e77,0.00066912,865000,578.7888,554404,370.96280448,-207.82599552,,0
FY2022,LTC,c0b38c63,in_buy_5871369e897e83,0.5,3005,1502.5,2941,1470.5,-32,,0
FY2022,XRP,c0fc6bce,in_buy_2a57570bab843c,51.736,22.34,1155.78224,9.98,516.32528,-639.45696,,0
FY2022,XRP,c0fc6bce,in_buy_8d1e2fc7c8ea5d,48.264,21.89,1056.49896,9.98,481.67472,-574.82424,,0
