Boughts for FY,2021
Date,Currency,Description,Trans Ref,Lot Ref,Qty Bought,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR),Fee (ZAR)
2021-01-06 10:57:12,XBT,"Bought BTC 0.00183333 for ZAR 1,000.00",B000,c1d43d7a,0.00183333,545455.54,1000.00,0.00,0.00,0.00
2021-01-06 12:19:35,XBT,"Bought BTC 0.00544921 for ZAR 3,000.00",B001,f789f9f9,0.00544921,550538.52,3000.00,0.00,0.00,0.00
2021-01-06 12:25:17,ETH,Bought ETH 0.051486 for ZAR 930.00,B002,df559e87,0.05148600,18063.16,930.00,0.00,0.00,0.00
2021-01-11 07:35:37,ETH,"Bought ETH 0.05757366 for ZAR 1,000.00",B003,e56a81c7,0.05757366,17369.05,1000.00,0.00,0.00,0.00
2021-01-11 07:39:03,LTC,"Bought LTC 0.42996543 for ZAR 1,000.00",B004,9b9deab5,0.42996543,2325.77,1000.00,0.00,0.00,0.00
2021-01-11 14:09:56,ETH,"Bought 0.062893 ETH/ZAR @ 15,900",B005,72109b3e,0.06289300,15899.86,999.99,0.00,0.00,0.00
2021-01-11 14:14:37,ETH,"Bought 0.064935 ETH/ZAR @ 15,400",B006,e5a03aa4,0.06493500,15399.86,999.99,0.00,0.00,0.00
2021-01-11 16:02:24,XBT,"Bought 0.002 BTC/ZAR @ 500,000",B007,e97af95a,0.00200000,500000.00,1000.00,0.00,0.00,0.00
2021-01-11 19:18:58,XBT,"Bought 0.000625 BTC/ZAR @ 480,000",B008,4a781f35,0.00062500,480000.00,300.00,0.00,0.00,0.00
2021-01-11 20:17:25,XBT,"Bought 0.000638 BTC/ZAR @ 470,000",B009,be33830c,0.00063800,470000.00,299.86,0.00,0.00,0.00
2021-01-11 20:20:22,XBT,"Bought 0.00086 BTC/ZAR @ 465,000",B010,8d095a36,0.00086000,465000.00,399.90,0.00,0.00,0.00
2021-01-11 20:29:28,ETH,"Bought 0.049296 ETH/ZAR @ 14,200",B011,04ce126a,0.04929600,14199.94,700.00,0.00,0.00,0.00
2021-01-15 16:04:12,XBT,"Bought 0.004545 BTC/ZAR @ 550,000",B012,7e55cacd,0.00454500,550000.00,2499.75,0.00,0.00,0.00
2021-01-20 04:00:18,XBT,"Bought 0.00909 BTC/ZAR @ 550,000",B013,d1e5e1e2,0.00909000,550000.00,4999.50,0.00,0.00,0.00
2021-01-20 09:39:46,XBT,"Bought 0.003703 BTC/ZAR @ 540,000",B014,3dc5dc9d,0.00370300,540000.00,1999.62,0.00,0.00,0.00
2021-01-20 10:06:19,XBT,"Bought 0.002803 BTC/ZAR @ 535,000",B015,08555a01,0.00280300,534998.22,1499.60,0.00,0.00,0.00
2021-01-20 10:07:44,XBT,"Bought 0.004716 BTC/ZAR @ 530,000",B016,d36ee76a,0.00471600,530000.00,2499.48,0.00,0.00,0.00
2021-01-21 08:39:28,XBT,"Bought 0.004761 BTC/ZAR @ 525,000",B017,a97d1ceb,0.00476100,524998.95,2499.52,0.00,0.00,0.00
2021-01-21 08:58:22,XBT,"Bought 0.001923 BTC/ZAR @ 520,000",B018,a2d39898,0.00192300,520000.00,999.96,0.00,0.00,0.00
2021-01-21 09:00:12,XBT,"Bought 0.001942 BTC/ZAR @ 515,000",B019,8b0684da,0.00194200,515000.00,1000.13,0.00,0.00,0.00
2021-01-21 09:13:10,XBT,"Bought 0.002941 BTC/ZAR @ 510,000",B020,9549ea93,0.00294100,510000.00,1499.91,0.00,0.00,0.00
2021-01-21 09:36:07,XBT,"Bought 0.003 BTC/ZAR @ 500,000",B021,cf73717d,0.00300000,500000.00,1500.00,0.00,0.00,0.00
2021-01-21 09:36:08,XBT,"Bought 0.006 BTC/ZAR @ 500,000",B022,701b13e6,0.00600000,500000.00,3000.00,0.00,0.00,0.00
2021-01-21 11:29:56,XBT,"Bought 0.00998 BTC/ZAR @ 501,000",B023,8e1350f3,0.00998000,501000.00,4999.98,0.00,0.00,0.00
2021-01-21 12:06:58,XBT,"Bought 0.008146 BTC/ZAR @ 491,000",B024,91806478,0.00814600,490999.26,3999.68,0.00,0.00,0.00
2021-01-21 12:15:11,XBT,"Bought 0.008316 BTC/ZAR @ 481,000",B025,579c2157,0.00831600,480999.28,3999.99,0.00,0.00,0.00
2021-01-21 22:01:28,XBT,"Bought 0.014517 BTC/ZAR @ 481,000",B026,cbfadebe,0.01451700,480999.52,6982.67,0.00,0.00,0.00
2021-01-21 22:27:27,XBT,"Bought 0.008492 BTC/ZAR @ 471,000",B027,96b1c5a2,0.00849200,470999.76,3999.73,0.00,0.00,0.00
2021-01-22 00:26:04,XRP,Bought 554.00 XRP/ZAR @ 4.00,B028,0237ff1f,554.00000000,4.00,2216.00,0.00,0.00,0.00
2021-01-22 00:26:04,XRP,Bought 696.00 XRP/ZAR @ 4.00,B029,b2bc8fa6,696.00000000,4.00,2784.00,0.00,0.00,0.00
2021-01-22 00:27:15,XBT,"Bought 0.008676 BTC/ZAR @ 461,000",B030,dd1f1f27,0.00867600,460999.31,3999.63,0.00,0.00,0.00
2021-01-22 01:17:55,XBT,"Bought 0.008869 BTC/ZAR @ 451,000",B031,030647e5,0.00886900,450998.99,3999.91,0.00,0.00,0.00
2021-01-26 12:51:16,XBT,"Bought 0.00998 BTC/ZAR @ 501,000",B032,a924a2f1,0.00998000,501000.00,4999.98,0.00,0.00,0.00
2021-01-26 12:55:08,ETH,"Bought 0.146914 ETH/ZAR @ 20,420",B033,c69c7308,0.14691400,20419.97,2999.98,0.00,0.00,0.00
2021-01-27 08:50:54,XBT,"Bought 0.001989 BTC/ZAR @ 493,500",B034,7d9c3c56,0.00198900,493499.25,981.57,0.00,0.00,0.00
2021-01-27 08:51:05,XBT,"Bought 0.010011 BTC/ZAR @ 493,500",B035,e410a5ed,0.01001100,493499.15,4940.42,0.00,0.00,0.00
2021-01-27 10:57:48,ETH,"Bought 0.20 ETH/ZAR @ 20,012",B036,1668a76d,0.20000000,20012.00,4002.40,0.00,0.00,0.00
2021-01-27 11:55:20,XBT,"Bought 0.012 BTC/ZAR @ 488,565",B037,83955adc,0.01200000,488565.00,5862.78,0.00,0.00,0.00
2021-01-27 11:55:22,XBT,"Bought 0.001 BTC/ZAR @ 488,565",B038,890f92c9,0.00100000,488560.00,488.56,0.00,0.00,0.00
2021-01-27 11:56:43,LTC,"Bought 1.00 LTC/ZAR @ 1,980",B039,29b3ee66,1.00000000,1980.00,1980.00,0.00,0.00,0.00
2021-01-27 12:16:09,XBT,"Bought 0.01205 BTC/ZAR @ 483,679",B040,bce696a4,0.01205000,483678.84,5828.33,0.00,0.00,0.00
2021-01-27 12:17:16,XBT,"Bought 0.00195 BTC/ZAR @ 483,679",B041,19c5d328,0.00195000,483676.92,943.17,0.00,0.00,0.00
2021-01-27 14:03:26,XBT,"Bought 0.013 BTC/ZAR @ 478,843",B042,5e2b3c6d,0.01300000,478842.31,6224.95,0.00,0.00,0.00
2021-01-27 14:04:15,ETH,"Bought 0.22 ETH/ZAR @ 19,611",B043,92a9698c,0.22000000,19611.00,4314.42,0.00,0.00,0.00
2021-01-27 14:11:23,LTC,"Bought 0.0014 LTC/ZAR @ 1,940",B044,b0f0997c,0.00140000,1935.71,2.71,0.00,0.00,0.00
2021-01-27 14:29:51,LTC,"Bought 1.9599 LTC/ZAR @ 1,940",B045,06167b9c,1.95990000,1940.00,3802.20,0.00,0.00,0.00
2021-01-27 14:29:52,LTC,"Bought 0.0387 LTC/ZAR @ 1,940",B046,804cfc67,0.03870000,1939.79,75.07,0.00,0.00,0.00
2021-01-27 14:37:50,XBT,"Bought 0.015 BTC/ZAR @ 471,660",B047,780fa87b,0.01500000,471660.00,7074.90,0.00,0.00,0.00
2021-01-27 14:42:28,LTC,"Bought 0.9184 LTC/ZAR @ 1,901",B048,e994910e,0.91840000,1900.99,1745.87,0.00,0.00,0.00
2021-01-27 14:42:28,LTC,"Bought 0.4083 LTC/ZAR @ 1,901",B049,ef495257,0.40830000,1900.98,776.17,0.00,0.00,0.00
2021-01-27 14:42:29,LTC,"Bought 0.6733 LTC/ZAR @ 1,901",B050,91171bf3,0.67330000,1901.00,1279.94,0.00,0.00,0.00
2021-01-27 14:49:41,LTC,"Bought 0.4348 LTC/ZAR @ 1,863",B051,caaaca24,0.43480000,1862.99,810.03,0.00,0.00,0.00
2021-01-27 14:49:47,LTC,"Bought 1.5652 LTC/ZAR @ 1,863",B052,eec88bed,1.56520000,1863.00,2915.96,0.00,0.00,0.00
2021-01-28 08:03:47,XBT,"Bought 0.01 BTC/ZAR @ 492,822",B053,06aa0fd4,0.01000000,492822.00,4928.22,0.00,0.00,0.00
2021-01-28 09:05:15,ETH,"Bought 0.077322 ETH/ZAR @ 20,150",B054,36d8ebc8,0.07732200,20149.89,1558.03,0.00,0.00,0.00
2021-01-28 09:05:23,ETH,"Bought 0.122678 ETH/ZAR @ 20,150",B055,7635f641,0.12267800,20149.99,2471.96,0.00,0.00,0.00
2021-01-28 09:08:14,XBT,"Bought 0.007477 BTC/ZAR @ 490,358",B056,65eed7d3,0.00747700,490357.10,3666.40,0.00,0.00,0.00
2021-01-28 09:08:14,XBT,"Bought 0.002523 BTC/ZAR @ 490,358",B057,aa875f4c,0.00252300,490356.72,1237.17,0.00,0.00,0.00
2021-01-29 19:31:31,XBT,"Bought 0.005 BTC/ZAR @ 532,000",B058,717c5c94,0.00500000,532000.00,2660.00,0.00,0.00,0.00
2021-01-29 19:43:21,XBT,"Bought 0.005 BTC/ZAR @ 528,000",B059,481cac38,0.00500000,528000.00,2640.00,0.00,0.00,0.00
2021-01-29 19:43:56,XBT,"Bought 0.005 BTC/ZAR @ 525,100",B060,ce521649,0.00500000,525100.00,2625.50,0.00,0.00,0.00
2021-01-30 03:32:44,XBT,"Bought 0.01 BTC/ZAR @ 521,000",B061,3b6695ab,0.01000000,521000.00,5210.00,0.00,0.00,0.00
