Financial Year,Trans Ref,Date,Description,Type,Lot Reference,Qty Change,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR),Fee (ZAR),Balance Units,Balance Value (ZAR)
2021,B_XRP_000,2021-01-22 00:26:04,Bought 554.00 XRP/ZAR @ 4.00,Buy,0237ff1f,554.00000000,4.00,2216.00,0.00,0.00,0.00,554.00000000,2216.00
2021,B_XRP_001,2021-01-22 00:26:04,Bought 696.00 XRP/ZAR @ 4.00,Buy,b2bc8fa6,696.00000000,4.00,2784.00,0.00,0.00,0.00,1250.00000000,5000.00
2021,S_XRP_000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1247.00000000,4988.00
2021,S_XRP_001,2021-01-30 10:39:20,Sold 101.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-101.00000000,4.00,404.00,502.98,98.98,0.00,1146.00000000,4584.00
2021,S_XRP_002,2021-01-30 10:39:20,Sold 99.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-99.00000000,4.00,396.00,493.02,97.02,0.00,1047.00000000,4188.00
2021,S_XRP_003,2021-01-30 10:39:22,Sold 20.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-20.00000000,4.00,80.00,99.60,19.60,0.00,1027.00000000,4108.00
2021,S_XRP_004,2021-01-30 10:39:22,Sold 99.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-99.00000000,4.00,396.00,493.02,97.02,0.00,928.00000000,3712.00
2021,S_XRP_005,2021-01-30 10:39:26,Sold 104.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-104.00000000,4.00,416.00,517.92,101.92,0.00,824.00000000,3296.00
2021,S_XRP_006,2021-01-30 10:39:27,Sold 824.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-128.00000000,4.00,512.00,637.44,125.44,0.00,696.00000000,2784.00
2021,S_XRP_006,2021-01-30 10:39:27,Sold 824.00 XRP/ZAR @ 4.98,Sell,b2bc8fa6,-696.00000000,4.00,2784.00,3466.08,682.08,0.00,0E-8,0.00
2021,B_XRP_002,2021-02-18 07:05:19,Bought 119.00 XRP/ZAR @ 8.39,Buy,ffd2f4c5,119.00000000,8.39,998.41,0.00,0.00,0.00,119.00000000,998.41
2021,B_XRP_002,2021-02-18 07:05:19,Fee for Sold 824.00 XRP/ZAR @ 4.98,Fee,,-0.11900000,,,,,0.99,118.88100000,997.42
2021,B_XRP_003,2021-02-18 08:24:16,Bought 120.00 XRP/ZAR @ 8.28,Buy,97ea152c,120.00000000,8.28,993.60,0.00,0.00,0.00,238.88100000,1991.02
2021,B_XRP_004,2021-02-18 09:24:20,Bought 122.00 XRP/ZAR @ 8.19,Buy,b2970fe4,122.00000000,8.19,999.18,0.00,0.00,0.00,360.88100000,2990.20
2021,B_XRP_005,2021-02-18 11:34:44,Bought 123.00 XRP/ZAR @ 8.09,Buy,29935c61,123.00000000,8.09,995.07,0.00,0.00,0.00,483.88100000,3985.27
2021,B_XRP_006,2021-02-18 11:40:50,Bought 124.00 XRP/ZAR @ 8.01,Buy,876ae495,124.00000000,8.01,993.24,0.00,0.00,0.00,607.88100000,4978.51
2021,B_XRP_007,2021-02-18 17:41:16,Bought 114.00 XRP/ZAR @ 7.91,Buy,061ba263,114.00000000,7.91,901.74,0.00,0.00,0.00,721.88100000,5880.25
2021,B_XRP_008,2021-02-19 02:07:22,Bought 12.00 XRP/ZAR @ 7.91,Buy,0be69527,12.00000000,7.91,94.92,0.00,0.00,0.00,733.88100000,5975.17
2021,B_XRP_009,2021-02-20 20:12:59,Bought 123.00 XRP/ZAR @ 8.11,Buy,0a6d68d7,123.00000000,8.11,997.53,0.00,0.00,0.00,856.88100000,6972.70
2021,B_XRP_010,2021-02-20 22:42:02,Bought 128.00 XRP/ZAR @ 7.81,Buy,35e98343,128.00000000,7.81,999.68,0.00,0.00,0.00,984.88100000,7972.38
2021,B_XRP_011,2021-02-23 05:30:07,Bought 129.00 XRP/ZAR @ 7.75,Buy,ae26b7e7,129.00000000,7.75,999.75,0.00,0.00,0.00,1113.88100000,8972.13
2021,B_XRP_012,2021-02-23 08:09:04,Bought 130.00 XRP/ZAR @ 7.65,Buy,3a6dc189,130.00000000,7.65,994.50,0.00,0.00,0.00,1243.88100000,9966.63
2021,B_XRP_013,2021-02-23 08:12:25,Bought 12.00 XRP/ZAR @ 7.55,Buy,1f959b79,12.00000000,7.55,90.60,0.00,0.00,0.00,1255.88100000,10057.23
2021,B_XRP_014,2021-02-23 08:12:33,Bought 120.00 XRP/ZAR @ 7.55,Buy,bbcc07e2,120.00000000,7.55,906.00,0.00,0.00,0.00,1375.88100000,10963.23
2021,B_XRP_015,2021-02-23 08:20:22,Bought 134.00 XRP/ZAR @ 7.45,Buy,710d8021,134.00000000,7.45,998.30,0.00,0.00,0.00,1509.88100000,11961.53
2021,B_XRP_016,2021-02-23 08:28:11,Bought 137.00 XRP/ZAR @ 7.25,Buy,5eaa36d3,137.00000000,7.25,993.25,0.00,0.00,0.00,1646.88100000,12954.78
2021,B_XRP_017,2021-02-23 08:30:37,Bought 141.00 XRP/ZAR @ 7.05,Buy,3a5d68b1,141.00000000,7.05,994.05,0.00,0.00,0.00,1787.88100000,13948.83
2021,B_XRP_018,2021-02-23 08:56:00,Bought 144.00 XRP/ZAR @ 6.90,Buy,9e2ffbaf,144.00000000,6.90,993.60,0.00,0.00,0.00,1931.88100000,14942.43
