Financial Year,Trans Ref,Date,Description,Type,Lot Reference,Qty Change,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR),Fee (ZAR),Balance Units,Balance Value (ZAR)
2021,B000,2021-01-22 00:26:04,Bought 554.00 XRP/ZAR @ 4.00,Buy,0237ff1f,554.00000000,4.00,2216.00,0.00,0.00,0.00,554.00000000,2216.00
2021,B001,2021-01-22 00:26:04,Bought 696.00 XRP/ZAR @ 4.00,Buy,b2bc8fa6,696.00000000,4.00,2784.00,0.00,0.00,0.00,1250.00000000,5000.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1247.00000000,4988.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1244.00000000,4976.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1241.00000000,4964.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1238.00000000,4952.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1235.00000000,4940.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1232.00000000,4928.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1229.00000000,4916.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1226.00000000,4904.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1223.00000000,4892.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1220.00000000,4880.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1217.00000000,4868.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1214.00000000,4856.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1211.00000000,4844.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1208.00000000,4832.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1205.00000000,4820.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1202.00000000,4808.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1199.00000000,4796.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1196.00000000,4784.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1193.00000000,4772.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1190.00000000,4760.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1187.00000000,4748.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1184.00000000,4736.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1181.00000000,4724.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1178.00000000,4712.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1175.00000000,4700.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1172.00000000,4688.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1169.00000000,4676.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1166.00000000,4664.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1163.00000000,4652.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1160.00000000,4640.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1157.00000000,4628.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1154.00000000,4616.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1151.00000000,4604.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1148.00000000,4592.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1145.00000000,4580.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1142.00000000,4568.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1139.00000000,4556.00
2021,S000,2021-01-30 10:39:18,Sold 3.00 XRP/ZAR @ 4.98,Sell,0237ff1f,-3.00000000,4.00,12.00,14.94,2.94,0.00,1136.00000000,4544.00
