Sales for FY,2021
Date,Currency,Trans Ref,Lot Ref,Qty Sold,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR)
2021-01-14 07:11:16,XBT,S000,c1d43d7a,-0.00183333,545455.54,1000.00,1100.00,100.00
2021-01-14 07:11:16,XBT,S000,f789f9f9,-0.00066667,550538.52,367.03,400.00,32.97
2021-01-14 14:17:50,XBT,S001,f789f9f9,-0.00203200,550538.52,1118.69,1249.68,130.99
2021-01-25 04:01:52,XBT,S002,f789f9f9,-0.00275054,550538.52,1514.28,1444.03,-70.25
2021-01-25 04:01:52,XBT,S002,e97af95a,-0.00200000,500000.00,1000.00,1050.00,50.00
2021-01-25 04:01:52,XBT,S002,4a781f35,-0.00062500,480000.00,300.00,328.12,28.12
2021-01-25 04:01:52,XBT,S002,be33830c,-0.00063800,470000.00,299.86,334.95,35.09
2021-01-25 04:01:52,XBT,S002,8d095a36,-0.00086000,465000.00,399.90,451.50,51.60
2021-01-25 04:01:52,XBT,S002,7e55cacd,-0.00169746,550000.00,933.60,891.17,-42.44
2021-01-25 05:33:37,ETH,S003,df559e87,-0.04010900,18063.16,724.50,890.50,166.00
2021-01-25 05:33:39,ETH,S004,df559e87,-0.01137700,18063.16,205.50,252.59,47.09
2021-01-25 05:33:39,ETH,S004,e56a81c7,-0.02873100,17369.05,499.03,637.88,138.85
2021-01-25 05:33:41,ETH,S005,e56a81c7,-0.02884266,17369.05,500.97,640.36,139.39
2021-01-25 05:33:41,ETH,S005,72109b3e,-0.01126534,15899.86,179.12,250.11,70.99
2021-01-25 05:33:42,ETH,S006,72109b3e,-0.01479700,15899.86,235.27,328.52,93.25
2021-01-25 05:43:35,ETH,S007,72109b3e,-0.03683066,15899.86,585.60,817.60,232.00
2021-01-25 05:43:35,ETH,S007,e5a03aa4,-0.06493500,15399.86,999.99,1441.49,441.50
2021-01-25 05:43:35,ETH,S007,04ce126a,-0.04927634,14199.94,699.72,1093.89,394.16
2021-01-25 12:44:08,XBT,S008,7e55cacd,-0.00284754,550000.00,1566.15,1506.35,-59.80
2021-01-25 12:44:08,XBT,S008,d1e5e1e2,-0.00565846,550000.00,3112.15,2993.32,-118.83
2021-01-25 12:48:33,XBT,S009,d1e5e1e2,-0.00078900,550000.00,433.95,425.27,-8.68
2021-01-25 12:48:35,XBT,S010,d1e5e1e2,-0.00264254,550000.00,1453.40,1424.33,-29.07
